éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-11 00:00:00,20.5,20.5,19.5,19.5,18.1,18.1,18.1,18.1,18.1,18.4,3.2
2021-01-11 00:30:00,20.5,20.5,19.5,19.5,18.1,18.1,18.1,18.1,18.1,18.4,2.7
2021-01-11 01:00:00,20.5,20.5,19.5,19.5,18.1,18.1,18.1,18.1,18.1,18.1,2.5
2021-01-11 01:30:00,20.1,20.1,19,19,18.1,18.1,18.1,18.1,18.1,18.1,1.5
2021-01-11 02:00:00,20.1,20.1,19,19,18.1,18.1,18.1,18.1,18.1,18.1,0.9
2021-01-11 02:30:00,20.1,20.1,19,19,18.1,18.1,18.1,18.1,18.1,18.1,0.5
2021-01-11 03:00:00,20.1,20.1,19,19,17.7,17.7,17.7,17.7,17.7,18.1,0.5
2021-01-11 03:30:00,20.1,20.1,19,19,17.7,17.7,17.7,17.7,17.7,17.7,0.3
2021-01-11 04:00:00,20.1,20.1,19,19,17.7,17.7,17.7,17.7,17.7,17.7,0.5
2021-01-11 04:30:00,20.1,20.1,19,19,17.7,17.7,17.7,17.7,17.7,17.7,0.2
2021-01-11 05:00:00,19.7,19.7,19,19,17.7,17.7,17.7,17.7,17.7,17.7,0.1
2021-01-11 05:30:00,19.7,19.7,18.5,18.5,17.3,17.3,17.7,17.7,17.7,17.7,0.1
2021-01-11 06:00:00,19.7,19.7,18.5,18.5,17.3,17.3,17.3,17.3,17.3,17.7,0
2021-01-11 06:30:00,19.7,19.7,18.5,18.5,17.3,17.3,17.3,17.3,17.3,17.3,0
2021-01-11 07:00:00,19.7,19.7,18.5,18.5,17.3,17.3,17.3,17.3,17.3,17.3,0
2021-01-11 07:30:00,19.7,19.7,18.5,18.5,17.3,17.3,17.3,17.3,17.3,17.3,0
2021-01-11 08:00:00,19.7,19.7,18.5,18.5,17.3,17.3,17.3,17.3,17.3,17.3,0
2021-01-11 08:30:00,16.6,16.6,18.5,18.5,11.4,11.4,9.9,9.9,9.9,17.3,0.1
2021-01-11 09:00:00,16.2,16.2,18,18,9.9,9.9,8.7,8.7,8.7,17.3,0.8
2021-01-11 09:30:00,15.8,15.8,18,18,9.5,9.5,7.9,7.9,7.9,17.3,1.6
2021-01-11 10:00:00,15.8,15.8,18,18,9.1,9.1,7.9,7.9,7.9,16.9,2.3
2021-01-11 10:30:00,15.4,15.4,17.5,17.5,9.1,9.1,7.9,7.9,7.9,17.3,3
2021-01-11 11:00:00,15.4,15.4,17.5,17.5,9.1,9.1,8.3,8.3,8.3,16.9,3.9
2021-01-11 11:30:00,15.4,15.4,17.5,17.5,9.1,9.1,8.3,8.3,8.3,16.9,4.4
2021-01-11 12:00:00,15.4,15.4,17.5,17.5,9.1,9.1,8.3,8.3,8.3,16.9,4.8
2021-01-11 12:30:00,15.4,15.4,17.5,17.5,9.1,9.1,8.3,8.3,8.3,16.9,4.8
