éûä‘,5f0ãzçûâ∑ìx,5f1ãzçûâ∑ìx,5f2ãzçûâ∑ìx,5f3ãzçûâ∑ìx,5f4ãzçûâ∑ìx,5f5ãzçûâ∑ìx,5f6ãzçûâ∑ìx,5f7ãzçûâ∑ìx,5f8ãzçûâ∑ìx,5f9ãzçûâ∑ìx
2021-07-17 00:00:00,25.6,25.6,26.8,26.8,25.2,25.2,27.6,27.6,27.6,25.6
2021-07-17 00:30:00,25.6,25.6,26.8,26.8,25.2,25.2,27.6,27.6,27.6,25.6
2021-07-17 01:00:00,25.6,25.6,26.4,26.4,25.2,25.2,27.6,27.6,27.6,25.2
2021-07-17 01:30:00,25.6,25.6,26.4,26.4,25.2,25.2,27.2,27.2,27.2,25.2
2021-07-17 02:00:00,25.6,25.6,26.4,26.4,25.2,25.2,27.2,27.2,27.2,24.8
2021-07-17 02:30:00,25.6,25.6,26.4,26.4,25.2,25.2,27.2,27.2,27.2,24.8
2021-07-17 03:00:00,25.6,25.6,26.4,26.4,25.2,25.2,27.2,27.2,27.2,24.8
2021-07-17 03:30:00,25.6,25.6,26.4,26.4,25.2,25.2,27.2,27.2,27.2,24.8
2021-07-17 04:00:00,25.6,25.6,26.4,26.4,25.2,25.2,27.2,27.2,27.2,24.8
2021-07-17 04:30:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.8
2021-07-17 05:00:00,25.2,25.2,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.8
2021-07-17 05:30:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.8
2021-07-17 06:00:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.8
2021-07-17 06:30:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-17 07:00:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-17 07:30:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-17 08:00:00,25.6,25.6,26.4,26.4,25.6,25.6,26.8,26.8,26.8,24.8
2021-07-17 08:30:00,25.6,25.6,26.4,26.4,25.6,25.6,26.8,26.8,26.8,24.8
2021-07-17 09:00:00,25.6,25.6,26.4,26.4,25.6,25.6,26.8,26.8,26.8,24.8
2021-07-17 09:30:00,25.6,25.6,26.4,26.4,26,26,26.8,26.8,26.8,25.2
2021-07-17 10:00:00,25.6,25.6,26.4,26.4,26,26,26.8,26.8,26.8,25.2
2021-07-17 10:30:00,26,26,26.4,26.4,26,26,27.2,27.2,27.2,25.2
2021-07-17 11:00:00,26,26,26.4,26.4,26,26,27.2,27.2,27.2,25.2
2021-07-17 11:30:00,26,26,26.4,26.4,26,26,27.2,27.2,27.2,25.2
2021-07-17 12:00:00,26,26,26.8,26.8,26,26,27.2,27.2,27.2,25.2
2021-07-17 12:30:00,26,26,26.4,26.4,26.4,26.4,27.2,27.2,27.2,25.6
2021-07-17 13:00:00,26,26,26.8,26.8,26.4,26.4,27.2,27.2,27.2,25.6
2021-07-17 13:30:00,26.4,26.4,26.8,26.8,26.4,26.4,27.2,27.2,27.2,25.6
2021-07-17 14:00:00,26.4,26.4,26.8,26.8,26.4,26.4,27.6,27.6,27.6,25.2
2021-07-17 14:30:00,26.4,26.4,26.8,26.8,26.8,26.8,27.6,27.6,27.6,25.2
2021-07-17 15:00:00,26.8,26.8,26.8,26.8,27.2,27.2,27.6,27.6,27.6,25.2
2021-07-17 15:30:00,27.2,27.2,26.8,26.8,27.6,27.6,27.6,27.6,27.6,25.2
2021-07-17 16:00:00,27.6,27.6,26.8,26.8,28.1,28.1,27.6,27.6,27.6,25.2
2021-07-17 16:30:00,28.1,28.1,26.8,26.8,28.5,28.5,27.6,27.6,27.6,25.2
2021-07-17 17:00:00,28.5,28.5,26.8,26.8,28.9,28.9,27.6,27.6,27.6,25.2
2021-07-17 17:30:00,28.5,28.5,27.2,27.2,28.9,28.9,27.6,27.6,27.6,25.2
2021-07-17 18:00:00,28.5,28.5,27.2,27.2,29.3,29.3,27.6,27.6,27.6,25.2
2021-07-17 18:30:00,28.1,28.1,27.2,27.2,28.9,28.9,28.1,28.1,28.1,25.2
2021-07-17 19:00:00,28.1,28.1,27.2,27.2,28.5,28.5,28.1,28.1,28.1,25.2
2021-07-17 19:30:00,27.6,27.6,27.2,27.2,28.1,28.1,27.6,27.6,27.6,25.2
2021-07-17 20:00:00,27.2,27.2,27.2,27.2,27.6,27.6,27.6,27.6,27.6,25.2
2021-07-17 20:30:00,27.2,27.2,27.2,27.2,27.2,27.2,27.6,27.6,27.6,24.8
2021-07-17 21:00:00,26.8,26.8,26.8,26.8,27.2,27.2,27.6,27.6,27.6,24.8
2021-07-17 21:30:00,26.8,26.8,27.2,27.2,26.8,26.8,27.6,27.6,27.6,24.8
2021-07-17 22:00:00,26.8,26.8,26.8,26.8,26.8,26.8,27.6,27.6,27.6,24.8
2021-07-17 22:30:00,26.8,26.8,26.8,26.8,26.8,26.8,27.6,27.6,27.6,24.8
2021-07-17 23:00:00,26.8,26.8,26.8,26.8,26.8,26.8,27.6,27.6,27.6,24.8
2021-07-17 23:30:00,26.8,26.8,26.8,26.8,26.8,26.8,27.6,27.6,27.6,24.8
