éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-19 00:00:00,24,24,23.5,23.5,23.2,23.2,22,22,22,22,5.6
2021-01-19 00:30:00,23.6,23.6,23,23,22.8,22.8,22,22,22,21.6,5.4
2021-01-19 01:00:00,23.6,23.6,23,23,22.4,22.4,22,22,22,21.6,5.3
2021-01-19 01:30:00,23.6,23.6,22.5,22.5,22,22,22,22,22,21.2,5.4
2021-01-19 02:00:00,23.6,23.6,23,23,22,22,21.6,21.6,21.6,21.2,5.4
2021-01-19 02:30:00,23.2,23.2,22.5,22.5,21.6,21.6,21.6,21.6,21.6,20.8,5.2
2021-01-19 03:00:00,23.2,23.2,22.5,22.5,21.6,21.6,21.6,21.6,21.6,20.8,5
2021-01-19 03:30:00,23.2,23.2,22.5,22.5,21.2,21.2,21.2,21.2,21.2,20.4,5.1
2021-01-19 04:00:00,23.2,23.2,22.5,22.5,21.2,21.2,21.2,21.2,21.2,20.4,4.7
2021-01-19 04:30:00,22.8,22.8,22,22,20.8,20.8,21.2,21.2,21.2,20.4,4.6
2021-01-19 05:00:00,22.8,22.8,22,22,20.8,20.8,20.8,20.8,20.8,20.4,3.8
2021-01-19 05:30:00,22.8,22.8,21.5,21.5,20.8,20.8,20.8,20.8,20.8,20,3.5
2021-01-19 06:00:00,22.8,22.8,21.5,21.5,20.4,20.4,20.8,20.8,20.8,20,3.9
2021-01-19 06:30:00,22.4,22.4,21.5,21.5,20.4,20.4,20.4,20.4,20.4,20,4
2021-01-19 07:00:00,22.4,22.4,21.5,21.5,20.4,20.4,20.4,20.4,20.4,19.6,3.8
2021-01-19 07:30:00,22.8,22.8,25.5,25.5,20,20,23.2,23.2,23.2,20,4.3
2021-01-19 08:00:00,22.8,22.8,26,26,22.4,22.4,25.2,25.2,25.2,22.4,4.6
2021-01-19 08:30:00,22.4,22.4,26,26,22,22,26.4,26.4,26.4,24.5,5.9
2021-01-19 09:00:00,22.4,22.4,26.5,26.5,21.6,21.6,25.6,25.6,25.6,22.8,6.5
2021-01-19 09:30:00,22.4,22.4,26.5,26.5,21.6,21.6,24,24,24,24.1,7.1
2021-01-19 10:00:00,22.8,22.8,26.5,26.5,21.2,21.2,22.8,22.8,22.8,24.5,6.7
2021-01-19 10:30:00,22.8,22.8,26.5,26.5,21.6,21.6,24,24,24,24.5,7.2
2021-01-19 11:00:00,22.8,22.8,27,27,21.2,21.2,22.8,22.8,22.8,24.9,7.7
2021-01-19 11:30:00,22.8,22.8,27,27,22.4,22.4,24.4,24.4,24.4,24.9,8.7
2021-01-19 12:00:00,23.2,23.2,27.5,27.5,22.4,22.4,24.8,24.8,24.8,25.7,8.6
2021-01-19 12:30:00,23.2,23.2,27.5,27.5,22.4,22.4,26.4,26.4,26.4,25.7,8.7
2021-01-19 13:00:00,23.2,23.2,27.5,27.5,22.4,22.4,24.4,24.4,24.4,25.7,8.9
2021-01-19 13:30:00,23.2,23.2,27.5,27.5,22,22,24.8,24.8,24.8,24.9,8.6
2021-01-19 14:00:00,23.6,23.6,28,28,22.4,22.4,24.4,24.4,24.4,24.9,8.3
2021-01-19 14:30:00,23.6,23.6,28,28,22.4,22.4,25.2,25.2,25.2,25.3,7.5
2021-01-19 15:00:00,23.6,23.6,28,28,22.4,22.4,24.8,24.8,24.8,25.7,6.8
2021-01-19 15:30:00,24,24,28,28,22.4,22.4,24.4,24.4,24.4,25.3,6.3
2021-01-19 16:00:00,24,24,28,28,22.8,22.8,26.4,26.4,26.4,25.3,5.9
2021-01-19 16:30:00,24.4,24.4,28,28,22.4,22.4,24.8,24.8,24.8,24.9,5.2
2021-01-19 17:00:00,24,24,28,28,22.8,22.8,25.2,25.2,25.2,25.3,4.6
2021-01-19 17:30:00,24,24,28,28,22,22,24,24,24,24.5,3.9
2021-01-19 18:00:00,23.6,23.6,28,28,22.4,22.4,24.8,24.8,24.8,24.9,3.5
2021-01-19 18:30:00,23.6,23.6,28,28,22,22,24,24,24,25.3,3.2
2021-01-19 19:00:00,23.2,23.2,28,28,21.6,21.6,23.6,23.6,23.6,25.7,2.8
2021-01-19 19:30:00,23.2,23.2,28,28,22.4,22.4,24.4,24.4,24.4,25.7,2.4
2021-01-19 20:00:00,22.8,22.8,27.5,27.5,22.4,22.4,24.8,24.8,24.8,25.7,2.3
2021-01-19 20:30:00,22.8,22.8,28,28,22,22,23.6,23.6,23.6,26.1,2.1
2021-01-19 21:00:00,22.4,22.4,28,28,21.6,21.6,23.6,23.6,23.6,25.7,2
2021-01-19 21:30:00,22.4,22.4,23.5,23.5,22.4,22.4,20.8,20.8,20.8,25.3,1.9
2021-01-19 22:00:00,22.4,22.4,23,23,23.2,23.2,22.4,22.4,22.4,24.1,1.7
2021-01-19 22:30:00,22.4,22.4,22.5,22.5,23.2,23.2,22.8,22.8,22.8,22.8,1.6
2021-01-19 23:00:00,22.4,22.4,22.5,22.5,22.8,22.8,22.8,22.8,22.8,22,1.4
2021-01-19 23:30:00,22.4,22.4,22.5,22.5,22.8,22.8,22.4,22.4,22.4,21.6,1.3
