éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-04 00:00:00,17,17,17,17,14.9,14.9,14.9,14.9,14.9,16.1,4.3
2021-01-04 00:30:00,17,17,17,17,14.9,14.9,14.9,14.9,14.9,16.5,4.4
2021-01-04 01:00:00,17,17,17,17,14.9,14.9,14.9,14.9,14.9,16.1,4.1
2021-01-04 01:30:00,17,17,16.5,16.5,14.9,14.9,14.9,14.9,14.9,16.1,3.7
2021-01-04 02:00:00,17,17,17,17,14.9,14.9,14.9,14.9,14.9,16.1,3.7
2021-01-04 02:30:00,17,17,16.5,16.5,14.9,14.9,14.9,14.9,14.9,16.1,3.4
2021-01-04 03:00:00,17,17,16.5,16.5,14.9,14.9,14.9,14.9,14.9,16.1,2.8
2021-01-04 03:30:00,17,17,16,16,14.5,14.5,14.5,14.5,14.5,16.1,2.8
2021-01-04 04:00:00,17,17,16,16,14.5,14.5,14.5,14.5,14.5,16.1,2.6
2021-01-04 04:30:00,17,17,16.5,16.5,14.5,14.5,14.5,14.5,14.5,16.1,2.7
2021-01-04 05:00:00,16.6,16.6,16,16,14.5,14.5,14.5,14.5,14.5,15.7,2.5
2021-01-04 05:30:00,17,17,16,16,14.5,14.5,14.5,14.5,14.5,15.7,2.4
2021-01-04 06:00:00,16.6,16.6,16,16,14.5,14.5,14.5,14.5,14.5,15.7,2.4
2021-01-04 06:30:00,16.6,16.6,16,16,14.5,14.5,14.5,14.5,14.5,15.7,2.3
2021-01-04 07:00:00,16.6,16.6,16,16,14.5,14.5,14.5,14.5,14.5,15.7,2.5
2021-01-04 07:30:00,17,17,16.5,16.5,14.5,14.5,14.5,14.5,14.5,15.7,2.4
2021-01-04 08:00:00,20.5,20.5,21,21,19.6,19.6,21.3,21.3,21.3,18.1,2.8
2021-01-04 08:30:00,20.1,20.1,22.5,22.5,18.8,18.8,23.2,23.2,23.2,21.2,3.5
2021-01-04 09:00:00,20.5,20.5,23,23,18.4,18.4,22.8,22.8,22.8,21.6,6.1
2021-01-04 09:30:00,21.3,21.3,24,24,19.2,19.2,22.8,22.8,22.8,22.4,6.5
2021-01-04 10:00:00,21.3,21.3,24,24,18.8,18.8,22.1,22.1,22.1,24.1,7.8
2021-01-04 10:30:00,21.3,21.3,24.5,24.5,19.2,19.2,23.6,23.6,23.6,24.9,8.3
2021-01-04 11:00:00,21.3,21.3,25,25,19.6,19.6,23.6,23.6,23.6,25.3,9.5
2021-01-04 11:30:00,21.7,21.7,25,25,19.2,19.2,22.8,22.8,22.8,25.3,9.8
2021-01-04 12:00:00,21.7,21.7,25.5,25.5,20,20,24,24,24,25.7,11.4
2021-01-04 12:30:00,22.1,22.1,25.5,25.5,20,20,24.4,24.4,24.4,26.1,11.3
2021-01-04 13:00:00,22.1,22.1,26,26,20.4,20.4,24.4,24.4,24.4,26.5,13.6
2021-01-04 13:30:00,22.1,22.1,26,26,20.4,20.4,24.8,24.8,24.8,27,12.1
2021-01-04 14:00:00,22.4,22.4,26,26,20.4,20.4,24,24,24,26.5,11.7
2021-01-04 14:30:00,22.8,22.8,26.5,26.5,20.4,20.4,24,24,24,27,11.2
2021-01-04 15:00:00,22.8,22.8,27,27,20.4,20.4,23.6,23.6,23.6,26.5,11
2021-01-04 15:30:00,23.2,23.2,27,27,20.4,20.4,23.6,23.6,23.6,26.1,10.5
2021-01-04 16:00:00,23.2,23.2,26.5,26.5,20.8,20.8,24.8,24.8,24.8,25.7,10.5
2021-01-04 16:30:00,23.2,23.2,27,27,20.8,20.8,24.8,24.8,24.8,25.7,10.2
2021-01-04 17:00:00,23.2,23.2,27,27,20.4,20.4,24.4,24.4,24.4,24.5,9.2
2021-01-04 17:30:00,23.2,23.2,26.5,26.5,20,20,23.6,23.6,23.6,22.4,8.6
2021-01-04 18:00:00,23.2,23.2,26.5,26.5,20,20,24,24,24,21.6,8.2
2021-01-04 18:30:00,23.2,23.2,26.5,26.5,20,20,23.6,23.6,23.6,21.6,9.2
2021-01-04 19:00:00,23.2,23.2,26.5,26.5,19.6,19.6,23.6,23.6,23.6,21.2,9.4
2021-01-04 19:30:00,22.8,22.8,26.5,26.5,19.6,19.6,24,24,24,21.6,8.6
2021-01-04 20:00:00,22.1,22.1,26,26,19.2,19.2,23.2,23.2,23.2,21.6,8.6
2021-01-04 20:30:00,21.7,21.7,26,26,19.2,19.2,23.6,23.6,23.6,21.6,8.4
2021-01-04 21:00:00,21.7,21.7,26,26,19.2,19.2,24,24,24,21.6,8.5
2021-01-04 21:30:00,21.3,21.3,21.5,21.5,20.8,20.8,20.4,20.4,20.4,20.8,8.3
2021-01-04 22:00:00,21.3,21.3,21.5,21.5,21.2,21.2,20,20,20,20.4,8.1
2021-01-04 22:30:00,20.9,20.9,21,21,20.8,20.8,20,20,20,19.6,7.2
2021-01-04 23:00:00,20.9,20.9,21,21,20.4,20.4,19.6,19.6,19.6,19.6,6.4
2021-01-04 23:30:00,20.9,20.9,21,21,20,20,19.6,19.6,19.6,19.2,5.9
