éûä‘,5f0ãzçûâ∑ìx,5f1ãzçûâ∑ìx,5f2ãzçûâ∑ìx,5f3ãzçûâ∑ìx,5f4ãzçûâ∑ìx,5f5ãzçûâ∑ìx,5f6ãzçûâ∑ìx,5f7ãzçûâ∑ìx,5f8ãzçûâ∑ìx,5f9ãzçûâ∑ìx
2021-07-06 00:00:00,25.2,25.2,26.8,26.8,24.8,24.8,26.8,26.8,26.8,24.4
2021-07-06 00:30:00,25.2,25.2,26.8,26.8,24.8,24.8,26.8,26.8,26.8,24.4
2021-07-06 01:00:00,25.2,25.2,26.8,26.8,24.8,24.8,26.8,26.8,26.8,24.4
2021-07-06 01:30:00,25.2,25.2,26.4,26.4,24.8,24.8,26.8,26.8,26.8,24.4
2021-07-06 02:00:00,25.2,25.2,26.4,26.4,24.8,24.8,26.4,26.4,26.4,24.4
2021-07-06 02:30:00,25.2,25.2,26.4,26.4,24.8,24.8,26.4,26.4,26.4,24.4
2021-07-06 03:00:00,25.2,25.2,26.4,26.4,24.8,24.8,26.4,26.4,26.4,24.4
2021-07-06 03:30:00,25.2,25.2,26.4,26.4,25.2,25.2,26.4,26.4,26.4,24
2021-07-06 04:00:00,25.2,25.2,26.4,26.4,24.8,24.8,26.4,26.4,26.4,24.8
2021-07-06 04:30:00,25.2,25.2,26.4,26.4,25.2,25.2,26.4,26.4,26.4,24.4
2021-07-06 05:00:00,25.2,25.2,26.4,26.4,24.8,24.8,26.4,26.4,26.4,24
2021-07-06 05:30:00,25.2,25.2,26.4,26.4,24.8,24.8,26.4,26.4,26.4,24
2021-07-06 06:00:00,25.2,25.2,26,26,24.8,24.8,26.4,26.4,26.4,24.8
2021-07-06 06:30:00,25.2,25.2,26.4,26.4,24.8,24.8,26.4,26.4,26.4,24.4
2021-07-06 07:00:00,25.2,25.2,26.4,26.4,25.2,25.2,26.4,26.4,26.4,24.4
2021-07-06 07:30:00,23.2,23.2,24,24,25.2,25.2,26.4,26.4,26.4,24.8
2021-07-06 08:00:00,22.4,22.4,23.2,23.2,24.8,24.8,25.6,25.6,25.6,24.4
2021-07-06 08:30:00,24,24,24,24,24.4,24.4,25.2,25.2,25.2,23.6
2021-07-06 09:00:00,24.8,24.8,23.6,23.6,24.8,24.8,25.2,25.2,25.2,23.2
2021-07-06 09:30:00,24.8,24.8,23.6,23.6,24.8,24.8,24.8,24.8,24.8,22.8
2021-07-06 10:00:00,25.2,25.2,24.8,24.8,24.8,24.8,25.2,25.2,25.2,23.2
2021-07-06 10:30:00,24.8,24.8,24.8,24.8,25.2,25.2,25.2,25.2,25.2,23.6
2021-07-06 11:00:00,24.4,24.4,24.4,24.4,25.2,25.2,24.8,24.8,24.8,23.2
2021-07-06 11:30:00,25.2,25.2,24.8,24.8,25.2,25.2,25.2,25.2,25.2,23.2
2021-07-06 12:00:00,23.6,23.6,24,24,25.2,25.2,25.2,25.2,25.2,22.8
2021-07-06 12:30:00,24,24,24,24,25.2,25.2,25.2,25.2,25.2,23.2
2021-07-06 13:00:00,24,24,23.6,23.6,24.8,24.8,25.2,25.2,25.2,22.8
2021-07-06 13:30:00,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,22.8
2021-07-06 14:00:00,25.2,25.2,25.2,25.2,25.2,25.2,24.8,24.8,24.8,22.8
2021-07-06 14:30:00,24.8,24.8,25.2,25.2,25.2,25.2,24.8,24.8,24.8,22.8
2021-07-06 15:00:00,24,24,25.2,25.2,25.2,25.2,24.8,24.8,24.8,22.8
2021-07-06 15:30:00,25.2,25.2,25.2,25.2,25.2,25.2,24.8,24.8,24.8,22.8
2021-07-06 16:00:00,24.4,24.4,24.8,24.8,25.2,25.2,24.8,24.8,24.8,22.8
2021-07-06 16:30:00,24.8,24.8,24.8,24.8,25.2,25.2,24.8,24.8,24.8,23.2
2021-07-06 17:00:00,25.2,25.2,24.8,24.8,25.2,25.2,24.8,24.8,24.8,24.4
2021-07-06 17:30:00,25.2,25.2,25.2,25.2,25.2,25.2,24.8,24.8,24.8,23.6
2021-07-06 18:00:00,24.4,24.4,25.2,25.2,25.2,25.2,24.8,24.8,24.8,24
2021-07-06 18:30:00,25.2,25.2,24.8,24.8,25.2,25.2,24.8,24.8,24.8,25.2
2021-07-06 19:00:00,24.4,24.4,24.8,24.8,25.2,25.2,24.8,24.8,24.8,25.6
2021-07-06 19:30:00,25.2,25.2,25.2,25.2,24.8,24.8,24.8,24.8,24.8,25.2
2021-07-06 20:00:00,25.2,25.2,25.2,25.2,24.8,24.8,24.8,24.8,24.8,24.8
2021-07-06 20:30:00,25.2,25.2,26.8,26.8,24.8,24.8,24.8,24.8,24.8,24.8
2021-07-06 21:00:00,25.2,25.2,27.2,27.2,24.8,24.8,26,26,26,24.4
2021-07-06 21:30:00,25.2,25.2,27.2,27.2,25.2,25.2,27.2,27.2,27.2,24.8
2021-07-06 22:00:00,25.2,25.2,27.2,27.2,25.2,25.2,27.2,27.2,27.2,24.8
2021-07-06 22:30:00,25.2,25.2,26.8,26.8,25.2,25.2,27.6,27.6,27.6,24.8
2021-07-06 23:00:00,25.2,25.2,26.8,26.8,25.2,25.2,27.6,27.6,27.6,24.4
2021-07-06 23:30:00,25.2,25.2,26.8,26.8,25.2,25.2,27.2,27.2,27.2,24.8
