éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2020-12-29 00:00:00,22.8,22.8,22.5,22.5,21.6,21.6,21.6,21.6,21.6,20.8,8.5
2020-12-29 00:30:00,22.8,22.8,22.5,22.5,21.6,21.6,21.6,21.6,21.6,20.8,8
2020-12-29 01:00:00,22.8,22.8,22.5,22.5,21.6,21.6,21.2,21.2,21.2,20.8,7.6
2020-12-29 01:30:00,22.4,22.4,22.5,22.5,21.6,21.6,21.2,21.2,21.2,20.8,8.3
2020-12-29 02:00:00,22.4,22.4,22.5,22.5,21.6,21.6,20.8,20.8,20.8,20.8,8.1
2020-12-29 02:30:00,22.4,22.4,22,22,21.6,21.6,20.8,20.8,20.8,20.4,8.2
2020-12-29 03:00:00,22.4,22.4,22,22,21.6,21.6,20.8,20.8,20.8,20.4,8.2
2020-12-29 03:30:00,22.4,22.4,22,22,21.6,21.6,20.4,20.4,20.4,20.4,7.6
2020-12-29 04:00:00,22.4,22.4,22,22,20,20,20.4,20.4,20.4,20.4,7.4
2020-12-29 04:30:00,22.1,22.1,21.5,21.5,20,20,20.4,20.4,20.4,20.4,6.9
2020-12-29 05:00:00,22.1,22.1,21.5,21.5,20,20,20.4,20.4,20.4,20,6.4
2020-12-29 05:30:00,22.1,22.1,21.5,21.5,20,20,20,20,20,20,6.1
2020-12-29 06:00:00,22.1,22.1,21.5,21.5,19.6,19.6,20,20,20,20,6.7
2020-12-29 06:30:00,22.1,22.1,21.5,21.5,19.6,19.6,20,20,20,20,6.8
2020-12-29 07:00:00,22.1,22.1,21,21,19.6,19.6,20,20,20,20,7
2020-12-29 07:30:00,22.1,22.1,21,21,19.6,19.6,19.6,19.6,19.6,20,7.3
2020-12-29 08:00:00,22.1,22.1,21.5,21.5,19.6,19.6,19.6,19.6,19.6,20,8.3
2020-12-29 08:30:00,19.7,19.7,21.5,21.5,15.3,15.3,14.2,14.2,14.2,20,9.7
2020-12-29 09:00:00,19.3,19.3,21,21,14.2,14.2,13.4,13.4,13.4,20,12.1
2020-12-29 09:30:00,18.9,18.9,20.5,20.5,14.2,14.2,13.4,13.4,13.4,20,11.6
2020-12-29 10:00:00,20.1,20.1,21,21,15.3,15.3,14.9,14.9,14.9,20.4,11.6
2020-12-29 10:30:00,20.9,20.9,21,21,16.5,16.5,16.1,16.1,16.1,20.4,12.3
2020-12-29 11:00:00,21.3,21.3,21,21,17.3,17.3,17.3,17.3,17.3,20.4,11.9
2020-12-29 11:30:00,21.3,21.3,21,21,18.1,18.1,17.7,17.7,17.7,20.4,12.1
2020-12-29 12:00:00,21.7,21.7,21,21,18.4,18.4,18.1,18.1,18.1,20.4,12.3
2020-12-29 12:30:00,19.7,19.7,21,21,15.7,15.7,14.5,14.5,14.5,20.4,12.3
2020-12-29 13:00:00,19.3,19.3,21,21,14.9,14.9,13.8,13.8,13.8,20.4,12
2020-12-29 13:30:00,18.9,18.9,21,21,14.2,14.2,13.4,13.4,13.4,20.4,12.6
2020-12-29 14:00:00,18.9,18.9,21,21,14.2,14.2,13.4,13.4,13.4,20.4,12.2
2020-12-29 14:30:00,18.9,18.9,20.5,20.5,13.8,13.8,13.4,13.4,13.4,20.4,12.6
2020-12-29 15:00:00,18.9,18.9,21,21,14.2,14.2,13.4,13.4,13.4,20.4,11.9
2020-12-29 15:30:00,19.3,19.3,21,21,14.2,14.2,13.4,13.4,13.4,20.4,11.8
2020-12-29 16:00:00,19.3,19.3,20.5,20.5,14.2,14.2,13.4,13.4,13.4,20.4,11.5
2020-12-29 16:30:00,19.3,19.3,21,21,14.2,14.2,13.4,13.4,13.4,20.4,11.2
2020-12-29 17:00:00,19.7,19.7,20.5,20.5,14.9,14.9,14.5,14.5,14.5,20.4,10.9
2020-12-29 17:30:00,20.5,20.5,20.5,20.5,16.1,16.1,15.3,15.3,15.3,20.4,10.5
2020-12-29 18:00:00,20.9,20.9,20.5,20.5,16.9,16.9,16.1,16.1,16.1,20,10.5
2020-12-29 18:30:00,20.9,20.9,20.5,20.5,17.3,17.3,16.9,16.9,16.9,20,10.2
2020-12-29 19:00:00,21.3,21.3,20.5,20.5,17.7,17.7,17.3,17.3,17.3,20,10
2020-12-29 19:30:00,21.3,21.3,20.5,20.5,18.1,18.1,17.3,17.3,17.3,20,9.9
2020-12-29 20:00:00,21.3,21.3,20.5,20.5,18.1,18.1,17.7,17.7,17.7,20,9.8
2020-12-29 20:30:00,21.3,21.3,20.5,20.5,18.1,18.1,18.1,18.1,18.1,20,9.8
2020-12-29 21:00:00,21.3,21.3,20.5,20.5,18.1,18.1,18.1,18.1,18.1,20,9.4
2020-12-29 21:30:00,21.3,21.3,20.5,20.5,18.4,18.4,18.1,18.1,18.1,20,9.3
2020-12-29 22:00:00,21.3,21.3,20.5,20.5,18.4,18.4,18.1,18.1,18.1,20,8.9
2020-12-29 22:30:00,21.3,21.3,20.5,20.5,18.4,18.4,18.1,18.1,18.1,20,8.8
2020-12-29 23:00:00,21.3,21.3,20.5,20.5,18.4,18.4,18.1,18.1,18.1,19.6,8.5
2020-12-29 23:30:00,21.3,21.3,20.5,20.5,18.4,18.4,18.4,18.4,18.4,19.6,8.3
