éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2020-12-24 00:00:00,23.6,23.6,23,23,22.8,22.8,22.4,22.4,22.4,21.2,9
2020-12-24 00:30:00,23.2,23.2,22.5,22.5,22.4,22.4,22,22,22,20.8,8.7
2020-12-24 01:00:00,23.2,23.2,22.5,22.5,22,22,22,22,22,20.8,8.3
2020-12-24 01:30:00,23.2,23.2,22.5,22.5,22,22,22,22,22,20.8,7.5
2020-12-24 02:00:00,23.2,23.2,22.5,22.5,21.6,21.6,21.6,21.6,21.6,20.8,6.9
2020-12-24 02:30:00,23.2,23.2,22.5,22.5,21.6,21.6,21.6,21.6,21.6,20.8,6.8
2020-12-24 03:00:00,23.2,23.2,22.5,22.5,21.2,21.2,21.2,21.2,21.2,20.8,6.1
2020-12-24 03:30:00,22.8,22.8,22,22,21.2,21.2,21.2,21.2,21.2,20.8,5.8
2020-12-24 04:00:00,22.8,22.8,22,22,21.2,21.2,21.2,21.2,21.2,20.8,5.5
2020-12-24 04:30:00,22.8,22.8,22,22,20.8,20.8,20.8,20.8,20.8,20.8,5.3
2020-12-24 05:00:00,22.8,22.8,22,22,20.8,20.8,20.8,20.8,20.8,20.4,5.3
2020-12-24 05:30:00,22.8,22.8,22,22,20.8,20.8,20.8,20.8,20.8,20.4,5
2020-12-24 06:00:00,22.4,22.4,22,22,20.4,20.4,20.4,20.4,20.4,20.4,4.9
2020-12-24 06:30:00,22.4,22.4,21.5,21.5,20.4,20.4,20.4,20.4,20.4,20.4,4.9
2020-12-24 07:00:00,22.4,22.4,21.5,21.5,20.4,20.4,20.4,20.4,20.4,20.4,4.8
2020-12-24 07:30:00,22.8,22.8,21.5,21.5,20.4,20.4,20.4,20.4,20.4,20.4,4.7
2020-12-24 08:00:00,23.6,23.6,22,22,21.2,21.2,23.6,23.6,23.6,21.6,5.7
2020-12-24 08:30:00,21.3,21.3,22.5,22.5,21.2,21.2,23.2,23.2,23.2,22.8,6.4
2020-12-24 09:00:00,21.3,21.3,23,23,22.4,22.4,25.6,25.6,25.6,24.5,9.4
2020-12-24 09:30:00,21.3,21.3,23.5,23.5,22,22,25.2,25.2,25.2,24.9,9.7
2020-12-24 10:00:00,21.7,21.7,23.5,23.5,21.6,21.6,24,24,24,25.3,8.6
2020-12-24 10:30:00,21.7,21.7,24,24,22.4,22.4,24.8,24.8,24.8,25.7,9
2020-12-24 11:00:00,21.7,21.7,24,24,22.4,22.4,25.2,25.2,25.2,26.1,8.8
2020-12-24 11:30:00,22.1,22.1,24,24,21.6,21.6,23.6,23.6,23.6,25.3,9.4
2020-12-24 12:00:00,22.1,22.1,24,24,21.2,21.2,23.2,23.2,23.2,24.9,9.2
2020-12-24 12:30:00,22.4,22.4,24.5,24.5,21.6,21.6,23.6,23.6,23.6,24.5,9.6
2020-12-24 13:00:00,22.1,22.1,24,24,21.6,21.6,23.2,23.2,23.2,24.1,10.1
2020-12-24 13:30:00,22.1,22.1,24.5,24.5,21.6,21.6,24,24,24,24.5,10
2020-12-24 14:00:00,22.1,22.1,24,24,21.2,21.2,23.2,23.2,23.2,24.5,10
2020-12-24 14:30:00,22.1,22.1,24.5,24.5,22.4,22.4,24.8,24.8,24.8,25.3,9.7
2020-12-24 15:00:00,22.1,22.1,25,25,22.8,22.8,25.6,25.6,25.6,25.7,10
2020-12-24 15:30:00,22.1,22.1,25,25,22.8,22.8,25.6,25.6,25.6,25.7,9.9
2020-12-24 16:00:00,22.1,22.1,25,25,22.4,22.4,24.8,24.8,24.8,26.1,9.8
2020-12-24 16:30:00,22.1,22.1,25,25,23.2,23.2,25.6,25.6,25.6,26.1,9.9
2020-12-24 17:00:00,22.1,22.1,25,25,22.8,22.8,25.6,25.6,25.6,25.7,9.6
2020-12-24 17:30:00,22.1,22.1,25,25,22.8,22.8,24.8,24.8,24.8,26.1,9.7
2020-12-24 18:00:00,22.1,22.1,25,25,23.2,23.2,25.6,25.6,25.6,25.7,11.1
2020-12-24 18:30:00,21.7,21.7,25.5,25.5,22.8,22.8,25.6,25.6,25.6,26.1,12.5
2020-12-24 19:00:00,21.3,21.3,25.5,25.5,22.4,22.4,24.8,24.8,24.8,26.1,11.9
2020-12-24 19:30:00,21.7,21.7,25.5,25.5,23.2,23.2,25.6,25.6,25.6,26.1,10.1
2020-12-24 20:00:00,21.7,21.7,25.5,25.5,22.8,22.8,25.6,25.6,25.6,26.1,9.8
2020-12-24 20:30:00,21.7,21.7,25.5,25.5,22.4,22.4,24.8,24.8,24.8,25.7,9.4
2020-12-24 21:00:00,21.3,21.3,25,25,22.8,22.8,25.2,25.2,25.2,26.1,9.3
2020-12-24 21:30:00,21.3,21.3,25,25,23.2,23.2,26,26,26,26.1,10
2020-12-24 22:00:00,21.3,21.3,25,25,22.8,22.8,24.8,24.8,24.8,25.7,10.7
2020-12-24 22:30:00,21.3,21.3,25,25,22.4,22.4,24.8,24.8,24.8,26.1,9.5
2020-12-24 23:00:00,21.3,21.3,25,25,22.4,22.4,25.6,25.6,25.6,26.1,8.9
2020-12-24 23:30:00,21.3,21.3,25,25,23.2,23.2,26,26,26,26.1,7.9
