éûä‘,4f0ê›íËâ∑ìx,4f0â^ì]ÉÇÅ[Éh,4f0ïóë¨,4f0ãzçûâ∑ìx,4f1ê›íËâ∑ìx,4f1â^ì]ÉÇÅ[Éh,4f1ïóë¨,4f1ãzçûâ∑ìx,4f2ê›íËâ∑ìx,4f2â^ì]ÉÇÅ[Éh,4f2ïóë¨,4f2ãzçûâ∑ìx,4f3ê›íËâ∑ìx,4f3â^ì]ÉÇÅ[Éh,4f3ïóë¨,4f3ãzçûâ∑ìx,4f4ê›íËâ∑ìx,4f4â^ì]ÉÇÅ[Éh,4f4ïóë¨,4f4ãzçûâ∑ìx,4f5ê›íËâ∑ìx,4f5â^ì]ÉÇÅ[Éh,4f5ïóë¨,4f5ãzçûâ∑ìx,4f6ê›íËâ∑ìx,4f6â^ì]ÉÇÅ[Éh,4f6ïóë¨,4f6ãzçûâ∑ìx,4f7ê›íËâ∑ìx,4f7â^ì]ÉÇÅ[Éh,4f7ïóë¨,4f7ãzçûâ∑ìx,4f8ê›íËâ∑ìx,4f8â^ì]ÉÇÅ[Éh,4f8ïóë¨,4f8ãzçûâ∑ìx,4f9ê›íËâ∑ìx,4f9â^ì]ÉÇÅ[Éh,4f9ïóë¨,4f9ãzçûâ∑ìx,äOãCâ∑
2020-12-28 00:00:00,22,0.0,3,21.7,22,0.0,3,21.7,22,0,3,21,22,0,3,21,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,22,0,3,24,7.2
2020-12-28 00:01:00,22,0.0,3,21.7,22,0.0,3,21.7,22,0,3,21,22,0,3,21,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,22,0,3,24,7.2
2020-12-28 00:02:00,22,0.0,3,21.7,22,0.0,3,21.7,22,0,3,21,22,0,3,21,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,22,0,3,24,7.2
2020-12-28 00:03:00,22,0.0,3,21.7,22,0.0,3,21.7,22,0,3,21,22,0,3,21,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,22,0,3,24,7.2
2020-12-28 00:04:00,22,0.0,3,21.7,22,0.0,3,21.7,22,0,3,20.834,22,0,3,20.834,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,22,0,3,24,7.2
2020-12-28 00:05:00,22,0.0,3,21.7,22,0.0,3,21.7,22,0,3,20.668,22,0,3,20.668,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,22,0,3,24,7.2
2020-12-28 00:06:00,22,0.0,3,21.7,22,0.0,3,21.7,22,0,3,20.5,22,0,3,20.5,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,22,0,3,24,7.2
2020-12-28 00:07:00,22,0.0,3,21.7,22,0.0,3,21.7,22,0,3,20.666,22,0,3,20.666,19,0,3,19.467,19,0,3,19.467,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,22,0,3,24,7.2
2020-12-28 00:08:00,22,0.0,3,21.7,22,0.0,3,21.7,22,0,3,20.832,22,0,3,20.832,19,0,3,19.334,19,0,3,19.334,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,22,0,3,24,7.2
2020-12-28 00:09:00,22,0.0,3,21.7,22,0.0,3,21.7,22,0,3,21,22,0,3,21,19,0,3,19.2,19,0,3,19.2,19,0,3,19.6,19,0,3,19.6,19,0,3,19.6,22,0,3,24,7.1
