éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-01 00:00:00,18.2,18.2,17.5,17.5,15.3,15.3,15.3,15.3,15.3,17.7,2.1
2021-01-01 00:30:00,18.2,18.2,17.5,17.5,15.7,15.7,15.3,15.3,15.3,17.3,2
2021-01-01 01:00:00,18.2,18.2,17.5,17.5,15.3,15.3,15.3,15.3,15.3,17.3,1.8
2021-01-01 01:30:00,18.2,18.2,17.5,17.5,15.3,15.3,15.3,15.3,15.3,17.3,1.6
2021-01-01 02:00:00,17.8,17.8,17.5,17.5,15.3,15.3,15.3,15.3,15.3,17.3,1.5
2021-01-01 02:30:00,17.8,17.8,17,17,15.3,15.3,15.3,15.3,15.3,17.3,1.2
2021-01-01 03:00:00,17.8,17.8,17,17,15.3,15.3,15.3,15.3,15.3,17.3,1
2021-01-01 03:30:00,17.8,17.8,17,17,15.3,15.3,15.3,15.3,15.3,17.3,1
2021-01-01 04:00:00,17.8,17.8,17.5,17.5,15.3,15.3,15.3,15.3,15.3,16.9,0.8
2021-01-01 04:30:00,17.8,17.8,17,17,15.3,15.3,15.3,15.3,15.3,16.9,0.4
2021-01-01 05:00:00,17.8,17.8,17,17,15.3,15.3,15.3,15.3,15.3,16.9,0.1
2021-01-01 05:30:00,17.8,17.8,17,17,15.3,15.3,15.3,15.3,15.3,16.9,0
2021-01-01 06:00:00,17.8,17.8,17,17,15.3,15.3,15.3,15.3,15.3,16.9,0
2021-01-01 06:30:00,17.8,17.8,17,17,15.3,15.3,14.9,14.9,14.9,16.9,0.3
2021-01-01 07:00:00,17.8,17.8,17,17,15.3,15.3,14.9,14.9,14.9,16.9,0.4
2021-01-01 07:30:00,17.8,17.8,17,17,15.3,15.3,14.9,14.9,14.9,16.5,0.8
2021-01-01 08:00:00,17.4,17.4,17,17,14.9,14.9,14.9,14.9,14.9,16.5,3.5
2021-01-01 08:30:00,15.4,15.4,16.5,16.5,10.7,10.7,9.5,9.5,9.5,16.9,4
2021-01-01 09:00:00,14.7,14.7,17,17,9.5,9.5,8.7,8.7,8.7,16.9,8.9
2021-01-01 09:30:00,14.7,14.7,16.5,16.5,9.1,9.1,8.7,8.7,8.7,17.3,8.7
2021-01-01 10:00:00,14.7,14.7,16.5,16.5,9.5,9.5,8.7,8.7,8.7,17.3,7.2
2021-01-01 10:30:00,14.7,14.7,16.5,16.5,9.5,9.5,9.1,9.1,9.1,17.7,7.7
2021-01-01 11:00:00,14.7,14.7,16.5,16.5,9.9,9.9,9.5,9.5,9.5,17.7,9
2021-01-01 11:30:00,14.7,14.7,17,17,10.3,10.3,9.9,9.9,9.9,17.7,10.5
2021-01-01 12:00:00,14.7,14.7,17.5,17.5,10.3,10.3,9.9,9.9,9.9,18.1,12.3
2021-01-01 12:30:00,14.7,14.7,17,17,10.3,10.3,9.9,9.9,9.9,18.1,12.5
2021-01-01 13:00:00,15,15,17.5,17.5,10.3,10.3,9.9,9.9,9.9,18.1,12.8
2021-01-01 13:30:00,15,15,17.5,17.5,10.7,10.7,10.3,10.3,10.3,18.1,12.3
2021-01-01 14:00:00,15,15,17,17,10.7,10.7,10.3,10.3,10.3,18.1,11.5
2021-01-01 14:30:00,15.4,15.4,17.5,17.5,11,11,10.3,10.3,10.3,18.4,9.8
2021-01-01 15:00:00,15.8,15.8,17.5,17.5,11,11,10.7,10.7,10.7,18.4,9.4
2021-01-01 15:30:00,16.2,16.2,17.5,17.5,11.4,11.4,10.7,10.7,10.7,18.4,9.4
2021-01-01 16:00:00,16.2,16.2,17.5,17.5,11.4,11.4,10.7,10.7,10.7,18.4,9
2021-01-01 16:30:00,16.2,16.2,17.5,17.5,11.4,11.4,10.7,10.7,10.7,18.4,8.4
2021-01-01 17:00:00,17.4,17.4,17.5,17.5,13,13,12.2,12.2,12.2,18.1,8.3
2021-01-01 17:30:00,17.4,17.4,17.5,17.5,13.8,13.8,13,13,13,18.1,7.2
2021-01-01 18:00:00,17.4,17.4,17.5,17.5,14.2,14.2,13.8,13.8,13.8,18.1,6.8
2021-01-01 18:30:00,17.4,17.4,17.5,17.5,14.5,14.5,14.2,14.2,14.2,18.1,6.4
2021-01-01 19:00:00,17.4,17.4,17.5,17.5,14.5,14.5,14.2,14.2,14.2,17.7,6.1
2021-01-01 19:30:00,17.4,17.4,17.5,17.5,14.9,14.9,14.5,14.5,14.5,17.7,5.8
2021-01-01 20:00:00,17.4,17.4,17.5,17.5,14.9,14.9,14.5,14.5,14.5,17.7,5.5
2021-01-01 20:30:00,17.4,17.4,17.5,17.5,14.9,14.9,14.5,14.5,14.5,17.7,5.5
2021-01-01 21:00:00,17.4,17.4,17,17,14.9,14.9,14.5,14.5,14.5,17.3,5.2
2021-01-01 21:30:00,17.4,17.4,17,17,14.9,14.9,14.9,14.9,14.9,17.3,5.1
2021-01-01 22:00:00,17.4,17.4,17.5,17.5,14.9,14.9,14.9,14.9,14.9,17.3,4.8
2021-01-01 22:30:00,17.4,17.4,17.5,17.5,14.9,14.9,14.9,14.9,14.9,17.3,4.3
2021-01-01 23:00:00,17.4,17.4,17,17,14.9,14.9,14.9,14.9,14.9,17.3,4.2
2021-01-01 23:30:00,17.4,17.4,17,17,14.9,14.9,14.9,14.9,14.9,17.3,3.9
