éûä‘,4f0ê›íËâ∑ìx,4f0â^ì]ÉÇÅ[Éh,4f0ïóë¨,4f0ãzçûâ∑ìx,4f1ê›íËâ∑ìx,4f1â^ì]ÉÇÅ[Éh,4f1ïóë¨,4f1ãzçûâ∑ìx,4f2ê›íËâ∑ìx,4f2â^ì]ÉÇÅ[Éh,4f2ïóë¨,4f2ãzçûâ∑ìx,4f3ê›íËâ∑ìx,4f3â^ì]ÉÇÅ[Éh,4f3ïóë¨,4f3ãzçûâ∑ìx,4f4ê›íËâ∑ìx,4f4â^ì]ÉÇÅ[Éh,4f4ïóë¨,4f4ãzçûâ∑ìx,4f5ê›íËâ∑ìx,4f5â^ì]ÉÇÅ[Éh,4f5ïóë¨,4f5ãzçûâ∑ìx,4f6ê›íËâ∑ìx,4f6â^ì]ÉÇÅ[Éh,4f6ïóë¨,4f6ãzçûâ∑ìx,4f7ê›íËâ∑ìx,4f7â^ì]ÉÇÅ[Éh,4f7ïóë¨,4f7ãzçûâ∑ìx,4f8ê›íËâ∑ìx,4f8â^ì]ÉÇÅ[Éh,4f8ïóë¨,4f8ãzçûâ∑ìx,4f9ê›íËâ∑ìx,4f9â^ì]ÉÇÅ[Éh,4f9ïóë¨,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-06 00:00:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,22,18,0,3,22,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:01:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,22,18,0,3,22,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:02:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,22,18,0,3,22,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:03:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,22,18,0,3,22,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:04:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,22,18,0,3,22,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:05:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,22,18,0,3,22,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:06:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,22,18,0,3,22,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:07:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,21.867,18,0,3,21.867,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:08:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,21.734,18,0,3,21.734,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:09:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,21.6,18,0,3,21.6,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:10:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,21.6,18,0,3,21.6,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
2021-01-06 00:11:00,20,0.0,3,21.7,20,0.0,3,21.7,20,0,3,22,20,0,3,22,18,0,3,21.6,18,0,3,21.6,20,0,3,21.6,20,0,3,21.6,20,0,3,21.6,19,0,3,22,5.6
