éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-08 00:00:00,23.2,23.2,23,23,22.8,22.8,22,22,22,22.4,3.3
2021-01-08 00:30:00,23.2,23.2,22.5,22.5,22.4,22.4,22,22,22,21.6,2.9
2021-01-08 01:00:00,23.2,23.2,22.5,22.5,22.4,22.4,22,22,22,21.2,2.8
2021-01-08 01:30:00,23.2,23.2,22.5,22.5,22,22,22,22,22,21.2,2.5
2021-01-08 02:00:00,22.8,22.8,22.5,22.5,21.6,21.6,21.6,21.6,21.6,20.8,2
2021-01-08 02:30:00,22.8,22.8,22,22,21.6,21.6,21.6,21.6,21.6,20.8,1.5
2021-01-08 03:00:00,22.8,22.8,22,22,21.6,21.6,21.2,21.2,21.2,20.4,1.1
2021-01-08 03:30:00,22.8,22.8,22,22,21.6,21.6,21.2,21.2,21.2,20.4,1.1
2021-01-08 04:00:00,22.4,22.4,21.5,21.5,21.6,21.6,20.8,20.8,20.8,20.4,1
2021-01-08 04:30:00,22.4,22.4,21.5,21.5,21.6,21.6,20.8,20.8,20.8,20,0.8
2021-01-08 05:00:00,22.4,22.4,21.5,21.5,21.6,21.6,20.8,20.8,20.8,20,0.7
2021-01-08 05:30:00,22.4,22.4,21.5,21.5,21.6,21.6,20.4,20.4,20.4,20,0.4
2021-01-08 06:00:00,22.4,22.4,21,21,20,20,20.4,20.4,20.4,19.6,0.3
2021-01-08 06:30:00,22.1,22.1,21,21,20,20,20.4,20.4,20.4,19.6,0.5
2021-01-08 07:00:00,22.1,22.1,21,21,20,20,20,20,20,19.6,0.9
2021-01-08 07:30:00,22.4,22.4,21,21,20,20,20,20,20,19.6,1.8
2021-01-08 08:00:00,22.1,22.1,25.5,25.5,21.6,21.6,23.2,23.2,23.2,20.8,2.8
2021-01-08 08:30:00,22.1,22.1,26,26,23.2,23.2,25.6,25.6,25.6,23.6,3
2021-01-08 09:00:00,22.8,22.8,26.5,26.5,22.8,22.8,25.2,25.2,25.2,25.7,5.5
2021-01-08 09:30:00,22.8,22.8,26.5,26.5,21.6,21.6,22.4,22.4,22.4,24.9,7.4
2021-01-08 10:00:00,23.2,23.2,27,27,23.2,23.2,25.2,25.2,25.2,24.9,6
2021-01-08 10:30:00,23.6,23.6,27,27,23.2,23.2,25.6,25.6,25.6,26.1,6.1
2021-01-08 11:00:00,24,24,27.5,27.5,22.8,22.8,24.4,24.4,24.4,25.7,5.8
2021-01-08 11:30:00,24,24,27.5,27.5,22.8,22.8,24.8,24.8,24.8,26.1,7.2
2021-01-08 12:00:00,24.4,24.4,28,28,23.6,23.6,26,26,26,26.5,8
2021-01-08 12:30:00,24.4,24.4,28,28,23.2,23.2,25.2,25.2,25.2,27,7.2
2021-01-08 13:00:00,24.4,24.4,28,28,22.8,22.8,25.2,25.2,25.2,26.1,6.3
2021-01-08 13:30:00,24.8,24.8,28.5,28.5,22.8,22.8,24.4,24.4,24.4,26.1,6.7
2021-01-08 14:00:00,24.8,24.8,28.5,28.5,22.8,22.8,24.8,24.8,24.8,26.1,5.4
2021-01-08 14:30:00,25.2,25.2,29,29,24.5,24.5,28.5,28.5,28.5,26.5,5.7
2021-01-08 15:00:00,25.2,25.2,28.5,28.5,22.8,22.8,26.4,26.4,26.4,25.7,5.6
2021-01-08 15:30:00,24.8,24.8,28.5,28.5,22.8,22.8,24.8,24.8,24.8,25.3,5.4
2021-01-08 16:00:00,24.8,24.8,28.5,28.5,22,22,23.6,23.6,23.6,25.3,5
2021-01-08 16:30:00,24.4,24.4,28,28,22,22,24,24,24,25.3,4.7
2021-01-08 17:00:00,24.4,24.4,28.5,28.5,22.4,22.4,24.8,24.8,24.8,25.3,4.6
2021-01-08 17:30:00,24.4,24.4,28,28,22.4,22.4,24.8,24.8,24.8,25.7,4.5
2021-01-08 18:00:00,24.4,24.4,28.5,28.5,22,22,24,24,24,25.7,4.5
2021-01-08 18:30:00,24,24,28,28,22,22,23.6,23.6,23.6,25.3,4.7
2021-01-08 19:00:00,23.6,23.6,28,28,21.6,21.6,22.8,22.8,22.8,24.9,4.7
2021-01-08 19:30:00,23.6,23.6,28,28,21.6,21.6,22.8,22.8,22.8,24.9,4.4
2021-01-08 20:00:00,23.2,23.2,28,28,21.6,21.6,22.4,22.4,22.4,24.9,3.5
2021-01-08 20:30:00,22.8,22.8,27.5,27.5,21.6,21.6,22.4,22.4,22.4,24.9,3.1
2021-01-08 21:00:00,22.8,22.8,23.5,23.5,21.6,21.6,20.4,20.4,20.4,24.9,2.5
2021-01-08 21:30:00,22.8,22.8,23,23,22.4,22.4,20.4,20.4,20.4,23.6,2.2
2021-01-08 22:00:00,22.8,22.8,23,23,22.4,22.4,20.4,20.4,20.4,22.8,1.7
2021-01-08 22:30:00,22.8,22.8,22.5,22.5,22.4,22.4,20.8,20.8,20.8,22,1.1
2021-01-08 23:00:00,22.8,22.8,22.5,22.5,22.4,22.4,21.2,21.2,21.2,21.6,1.1
2021-01-08 23:30:00,22.8,22.8,22.5,22.5,22,22,21.2,21.2,21.2,21.2,0.8
