éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-14 00:00:00,22.8,22.8,22.5,22.5,22,22,21.6,21.6,21.6,20.8,6.5
2021-01-14 00:30:00,22.8,22.8,22.5,22.5,21.6,21.6,21.6,21.6,21.6,20.4,5.8
2021-01-14 01:00:00,22.8,22.8,22.5,22.5,21.6,21.6,21.6,21.6,21.6,20.4,5.3
2021-01-14 01:30:00,22.4,22.4,22.5,22.5,21.2,21.2,21.2,21.2,21.2,20.4,5.1
2021-01-14 02:00:00,22.4,22.4,22.5,22.5,21.2,21.2,21.2,21.2,21.2,20.4,4.9
2021-01-14 02:30:00,22.4,22.4,22,22,20.8,20.8,21.2,21.2,21.2,20,4.6
2021-01-14 03:00:00,22.4,22.4,22,22,20.8,20.8,20.8,20.8,20.8,20,4.2
2021-01-14 03:30:00,22.1,22.1,22,22,20.4,20.4,20.8,20.8,20.8,20,3.9
2021-01-14 04:00:00,22.1,22.1,21.5,21.5,20.4,20.4,20.4,20.4,20.4,20,3.7
2021-01-14 04:30:00,22.1,22.1,21.5,21.5,20.4,20.4,20.4,20.4,20.4,19.6,3.3
2021-01-14 05:00:00,22.1,22.1,21.5,21.5,20,20,20.4,20.4,20.4,19.6,3.2
2021-01-14 05:30:00,22.1,22.1,21.5,21.5,20,20,20,20,20,19.6,3.1
2021-01-14 06:00:00,22.1,22.1,21.5,21.5,20,20,20,20,20,19.6,2.8
2021-01-14 06:30:00,21.7,21.7,21,21,19.6,19.6,20,20,20,19.2,2.6
2021-01-14 07:00:00,21.7,21.7,21,21,19.6,19.6,20,20,20,19.2,3
2021-01-14 07:30:00,21.7,21.7,21,21,19.6,19.6,23.6,23.6,23.6,19.2,4.1
2021-01-14 08:00:00,22.4,22.4,21.5,21.5,22.4,22.4,24.8,24.8,24.8,21.2,5.3
2021-01-14 08:30:00,20.1,20.1,22.5,22.5,22.4,22.4,25.2,25.2,25.2,22.4,6.9
2021-01-14 09:00:00,22.4,22.4,26.5,26.5,22.4,22.4,24.8,24.8,24.8,22.4,10.3
2021-01-14 09:30:00,22.8,22.8,27,27,23.2,23.2,25.2,25.2,25.2,22.4,11.5
2021-01-14 10:00:00,23.2,23.2,27.5,27.5,22.4,22.4,25.6,25.6,25.6,23.2,10.3
2021-01-14 10:30:00,23.6,23.6,27.5,27.5,22.4,22.4,25.2,25.2,25.2,23.2,10.3
2021-01-14 11:00:00,24,24,28,28,22.4,22.4,24.8,24.8,24.8,23.2,11
2021-01-14 11:30:00,24.4,24.4,28,28,22.8,22.8,26,26,26,23.6,11.6
2021-01-14 12:00:00,24.4,24.4,28,28,22.4,22.4,25.2,25.2,25.2,23.2,14.8
2021-01-14 12:30:00,24.4,24.4,28.5,28.5,22.4,22.4,25.2,25.2,25.2,22.8,14.5
2021-01-14 13:00:00,24.8,24.8,28.5,28.5,22.8,22.8,26,26,26,23.6,15.5
2021-01-14 13:30:00,24.8,24.8,28.5,28.5,22,22,24.4,24.4,24.4,23.2,15.6
2021-01-14 14:00:00,24.8,24.8,29,29,22.4,22.4,25.2,25.2,25.2,22.8,15.6
2021-01-14 14:30:00,24.8,24.8,29,29,23.6,23.6,26.4,26.4,26.4,24.1,15.1
2021-01-14 15:00:00,24.4,24.4,29,29,23.2,23.2,25.6,25.6,25.6,23.2,14.6
2021-01-14 15:30:00,24.8,24.8,29,29,22.4,22.4,24.4,24.4,24.4,23.2,14.4
2021-01-14 16:00:00,24.8,24.8,28.5,28.5,22.4,22.4,24.8,24.8,24.8,23.2,14.1
2021-01-14 16:30:00,24.8,24.8,29,29,22.4,22.4,25.2,25.2,25.2,23.6,13.3
2021-01-14 17:00:00,24.4,24.4,29,29,24.1,24.1,26.8,26.8,26.8,24.1,12.3
2021-01-14 17:30:00,24.4,24.4,29,29,23.6,23.6,26,26,26,22.4,12.1
2021-01-14 18:00:00,24.4,24.4,28.5,28.5,22.4,22.4,25.2,25.2,25.2,22.8,11.7
2021-01-14 18:30:00,24.4,24.4,29,29,22.8,22.8,25.2,25.2,25.2,22,11.3
2021-01-14 19:00:00,24.4,24.4,29,29,22.8,22.8,25.6,25.6,25.6,22.8,11.2
2021-01-14 19:30:00,24.4,24.4,29,29,22.8,22.8,25.2,25.2,25.2,22.8,10.9
2021-01-14 20:00:00,24,24,29,29,23.2,23.2,25.6,25.6,25.6,22.8,10.5
2021-01-14 20:30:00,24,24,29,29,22.4,22.4,24.8,24.8,24.8,22.4,10.2
2021-01-14 21:00:00,23.6,23.6,24.5,24.5,23.2,23.2,22.8,22.8,22.8,22.4,9.5
2021-01-14 21:30:00,23.6,23.6,24.5,24.5,23.6,23.6,24.5,24.5,24.5,23.6,9.2
2021-01-14 22:00:00,23.6,23.6,24,24,23.2,23.2,24.5,24.5,24.5,22.8,8.7
2021-01-14 22:30:00,23.6,23.6,24,24,23.2,23.2,24.1,24.1,24.1,22.8,8.5
2021-01-14 23:00:00,23.6,23.6,23.5,23.5,22.8,22.8,23.6,23.6,23.6,22,8.3
2021-01-14 23:30:00,23.6,23.6,23.5,23.5,22.8,22.8,23.2,23.2,23.2,22,8.1
