éûä‘,5f0ãzçûâ∑ìx,5f1ãzçûâ∑ìx,5f2ãzçûâ∑ìx,5f3ãzçûâ∑ìx,5f4ãzçûâ∑ìx,5f5ãzçûâ∑ìx,5f6ãzçûâ∑ìx,5f7ãzçûâ∑ìx,5f8ãzçûâ∑ìx,5f9ãzçûâ∑ìx
2021-08-01 00:00:00,26.4,26.4,26.8,26.8,26.4,26.4,27.2,27.2,27.2,24.8
2021-08-01 00:30:00,26.4,26.4,26.8,26.8,26.4,26.4,27.6,27.6,27.6,24.8
2021-08-01 01:00:00,26,26,26.4,26.4,26.4,26.4,27.2,27.2,27.2,24.8
2021-08-01 01:30:00,26,26,26.4,26.4,26.4,26.4,27.2,27.2,27.2,24.8
2021-08-01 02:00:00,26,26,26.8,26.8,26.4,26.4,27.2,27.2,27.2,24.8
2021-08-01 02:30:00,26,26,26.8,26.8,26.4,26.4,27.2,27.2,27.2,24.8
2021-08-01 03:00:00,26,26,26.4,26.4,26.4,26.4,27.2,27.2,27.2,24.8
2021-08-01 03:30:00,26,26,26.8,26.8,26,26,27.2,27.2,27.2,24.8
2021-08-01 04:00:00,26,26,26.4,26.4,26,26,27.2,27.2,27.2,24.8
2021-08-01 04:30:00,26,26,26.4,26.4,26,26,27.2,27.2,27.2,24.8
2021-08-01 05:00:00,26,26,26.4,26.4,26,26,27.2,27.2,27.2,24.8
2021-08-01 05:30:00,26,26,26.4,26.4,26,26,27.2,27.2,27.2,24.8
2021-08-01 06:00:00,26,26,26.4,26.4,26,26,27.6,27.6,27.6,25.2
2021-08-01 06:30:00,26,26,26.8,26.8,26,26,27.6,27.6,27.6,25.2
2021-08-01 07:00:00,26,26,26.4,26.4,26,26,27.6,27.6,27.6,25.2
2021-08-01 07:30:00,26,26,26.4,26.4,26.4,26.4,27.6,27.6,27.6,25.2
2021-08-01 08:00:00,26.4,26.4,26.8,26.8,26.4,26.4,27.6,27.6,27.6,25.6
2021-08-01 08:30:00,26.4,26.4,26.8,26.8,26.4,26.4,27.6,27.6,27.6,25.6
2021-08-01 09:00:00,26.4,26.4,26.8,26.8,26.4,26.4,27.6,27.6,27.6,25.6
2021-08-01 09:30:00,26.4,26.4,26.8,26.8,26.4,26.4,27.6,27.6,27.6,26
2021-08-01 10:00:00,26.4,26.4,26.8,26.8,26.8,26.8,27.6,27.6,27.6,26
2021-08-01 10:30:00,26.4,26.4,26.8,26.8,26.8,26.8,27.6,27.6,27.6,26
2021-08-01 11:00:00,26.8,26.8,26.8,26.8,26.8,26.8,27.6,27.6,27.6,26
2021-08-01 11:30:00,26.8,26.8,26.8,26.8,26.8,26.8,27.6,27.6,27.6,26
2021-08-01 12:00:00,26.8,26.8,26.8,26.8,26.8,26.8,27.6,27.6,27.6,26
2021-08-01 12:30:00,26.8,26.8,26.8,26.8,27.2,27.2,28.1,28.1,28.1,26
2021-08-01 13:00:00,26.8,26.8,27.2,27.2,27.2,27.2,28.1,28.1,28.1,26
2021-08-01 13:30:00,26.8,26.8,26.8,26.8,27.2,27.2,28.1,28.1,28.1,26
2021-08-01 14:00:00,27.2,27.2,27.2,27.2,27.2,27.2,28.1,28.1,28.1,26
2021-08-01 14:30:00,27.2,27.2,27.2,27.2,27.6,27.6,28.1,28.1,28.1,26
2021-08-01 15:00:00,27.6,27.6,27.2,27.2,28.1,28.1,28.1,28.1,28.1,26
2021-08-01 15:30:00,28.1,28.1,27.2,27.2,28.5,28.5,28.1,28.1,28.1,26
2021-08-01 16:00:00,28.1,28.1,27.2,27.2,28.9,28.9,28.1,28.1,28.1,26
2021-08-01 16:30:00,28.5,28.5,27.2,27.2,29.3,29.3,28.1,28.1,28.1,25.6
2021-08-01 17:00:00,28.9,28.9,27.6,27.6,29.3,29.3,28.1,28.1,28.1,25.6
2021-08-01 17:30:00,28.9,28.9,27.6,27.6,29.7,29.7,28.5,28.5,28.5,26
2021-08-01 18:00:00,28.9,28.9,27.6,27.6,29.7,29.7,28.5,28.5,28.5,26
2021-08-01 18:30:00,28.9,28.9,27.6,27.6,29.3,29.3,28.5,28.5,28.5,26
2021-08-01 19:00:00,28.5,28.5,27.6,27.6,28.5,28.5,28.5,28.5,28.5,26
2021-08-01 19:30:00,28.1,28.1,27.6,27.6,28.5,28.5,28.5,28.5,28.5,26
2021-08-01 20:00:00,27.6,27.6,27.6,27.6,28.1,28.1,28.5,28.5,28.5,26
2021-08-01 20:30:00,27.6,27.6,27.6,27.6,28.1,28.1,28.5,28.5,28.5,26
2021-08-01 21:00:00,27.2,27.2,27.6,27.6,27.6,27.6,28.5,28.5,28.5,26
2021-08-01 21:30:00,27.2,27.2,27.6,27.6,27.6,27.6,28.5,28.5,28.5,25.6
2021-08-01 22:00:00,27.2,27.2,27.6,27.6,27.6,27.6,28.5,28.5,28.5,25.6
2021-08-01 22:30:00,27.2,27.2,27.2,27.2,27.6,27.6,28.5,28.5,28.5,25.6
2021-08-01 23:00:00,27.2,27.2,27.2,27.2,27.6,27.6,28.5,28.5,28.5,25.6
2021-08-01 23:30:00,27.2,27.2,27.2,27.2,27.2,27.2,28.5,28.5,28.5,25.6
