éûä‘,5f0ãzçûâ∑ìx,5f1ãzçûâ∑ìx,5f2ãzçûâ∑ìx,5f3ãzçûâ∑ìx,5f4ãzçûâ∑ìx,5f5ãzçûâ∑ìx,5f6ãzçûâ∑ìx,5f7ãzçûâ∑ìx,5f8ãzçûâ∑ìx,5f9ãzçûâ∑ìx
2021-08-04 00:00:00,25.6,25.6,27.2,27.2,25.6,25.6,28.1,28.1,28.1,26
2021-08-04 00:30:00,25.6,25.6,27.2,27.2,25.6,25.6,28.1,28.1,28.1,26
2021-08-04 01:00:00,25.6,25.6,27.2,27.2,25.6,25.6,27.6,27.6,27.6,26
2021-08-04 01:30:00,25.6,25.6,26.8,26.8,25.6,25.6,27.6,27.6,27.6,25.6
2021-08-04 02:00:00,25.6,25.6,26.8,26.8,25.6,25.6,27.6,27.6,27.6,25.6
2021-08-04 02:30:00,25.6,25.6,26.8,26.8,25.6,25.6,27.6,27.6,27.6,25.6
2021-08-04 03:00:00,25.6,25.6,26.8,26.8,25.6,25.6,27.6,27.6,27.6,25.2
2021-08-04 03:30:00,25.6,25.6,26.8,26.8,25.6,25.6,27.6,27.6,27.6,25.2
2021-08-04 04:00:00,25.6,25.6,26.8,26.8,25.6,25.6,27.2,27.2,27.2,25.2
2021-08-04 04:30:00,25.6,25.6,26.8,26.8,25.6,25.6,27.2,27.2,27.2,25.2
2021-08-04 05:00:00,25.6,25.6,26.4,26.4,25.6,25.6,27.2,27.2,27.2,25.2
2021-08-04 05:30:00,25.6,25.6,26.4,26.4,25.6,25.6,27.2,27.2,27.2,25.2
2021-08-04 06:00:00,25.6,25.6,26.4,26.4,25.6,25.6,27.2,27.2,27.2,25.2
2021-08-04 06:30:00,25.6,25.6,26.4,26.4,25.6,25.6,27.2,27.2,27.2,24.8
2021-08-04 07:00:00,26,26,26.8,26.8,25.6,25.6,27.2,27.2,27.2,24.8
2021-08-04 07:30:00,24.8,24.8,25.2,25.2,24.4,24.4,24.8,24.8,24.8,24.8
2021-08-04 08:00:00,24.4,24.4,24.8,24.8,25.2,25.2,24.8,24.8,24.8,24.8
2021-08-04 08:30:00,25.2,25.2,25.2,25.2,24.8,24.8,24.8,24.8,24.8,25.2
2021-08-04 09:00:00,24.8,24.8,24.8,24.8,25.2,25.2,25.2,25.2,25.2,24.4
2021-08-04 09:30:00,24.8,24.8,24.8,24.8,25.2,25.2,24.8,24.8,24.8,24
2021-08-04 10:00:00,25.2,25.2,25.2,25.2,25.2,25.2,25.6,25.6,25.6,24.8
2021-08-04 10:30:00,25.2,25.2,24.8,24.8,24.4,24.4,24.8,24.8,24.8,24.8
2021-08-04 11:00:00,24.8,24.8,25.2,25.2,25.2,25.2,25.6,25.6,25.6,24.8
2021-08-04 11:30:00,24,24,24.8,24.8,24.8,24.8,24.8,24.8,24.8,25.2
2021-08-04 12:00:00,25.2,25.2,25.6,25.6,25.2,25.2,25.6,25.6,25.6,25.2
2021-08-04 12:30:00,24.8,24.8,24.8,24.8,25.2,25.2,26,26,26,25.2
2021-08-04 13:00:00,24.8,24.8,25.2,25.2,24.8,24.8,25.6,25.6,25.6,24.8
2021-08-04 13:30:00,24.8,24.8,24.8,24.8,25.2,25.2,25.2,25.2,25.2,25.2
2021-08-04 14:00:00,24.8,24.8,25.2,25.2,24.8,24.8,25.6,25.6,25.6,24.8
2021-08-04 14:30:00,24.4,24.4,24.8,24.8,24.4,24.4,24.8,24.8,24.8,24.8
2021-08-04 15:00:00,25.2,25.2,25.2,25.2,25.2,25.2,25.6,25.6,25.6,24.8
2021-08-04 15:30:00,25.2,25.2,24.8,24.8,24.8,24.8,24.8,24.8,24.8,25.2
2021-08-04 16:00:00,24.8,24.8,25.2,25.2,24.8,24.8,25.2,25.2,25.2,25.2
2021-08-04 16:30:00,24.8,24.8,24.8,24.8,25.2,25.2,24.8,24.8,24.8,24.8
2021-08-04 17:00:00,24.4,24.4,25.2,25.2,24.8,24.8,25.2,25.2,25.2,24.8
2021-08-04 17:30:00,24.4,24.4,25.2,25.2,24.8,24.8,25.2,25.2,25.2,25.2
2021-08-04 18:00:00,24.4,24.4,24.8,24.8,24.8,24.8,24.8,24.8,24.8,25.2
2021-08-04 18:30:00,24.8,24.8,24.8,24.8,25.2,25.2,25.2,25.2,25.2,24.8
2021-08-04 19:00:00,25.2,25.2,25.2,25.2,24.8,24.8,25.2,25.2,25.2,25.2
2021-08-04 19:30:00,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,24.4
2021-08-04 20:00:00,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2
2021-08-04 20:30:00,24.8,24.8,26,26,25.2,25.2,25.2,25.2,25.2,24.8
2021-08-04 21:00:00,25.2,25.2,26.8,26.8,25.2,25.2,25.2,25.2,25.2,25.2
2021-08-04 21:30:00,25.2,25.2,27.2,27.2,25.2,25.2,25.2,25.2,25.2,24.8
2021-08-04 22:00:00,25.6,25.6,27.2,27.2,25.6,25.6,26.8,26.8,26.8,26
2021-08-04 22:30:00,25.6,25.6,27.2,27.2,25.6,25.6,27.6,27.6,27.6,26
2021-08-04 23:00:00,25.6,25.6,27.2,27.2,25.6,25.6,27.6,27.6,27.6,26
2021-08-04 23:30:00,25.6,25.6,27.2,27.2,25.6,25.6,28.1,28.1,28.1,25.6
