éûä‘,4f0ê›íËâ∑ìx,4f0â^ì]ÉÇÅ[Éh,4f0ïóë¨,4f0ãzçûâ∑ìx,4f1ê›íËâ∑ìx,4f1â^ì]ÉÇÅ[Éh,4f1ïóë¨,4f1ãzçûâ∑ìx,4f2ê›íËâ∑ìx,4f2â^ì]ÉÇÅ[Éh,4f2ïóë¨,4f2ãzçûâ∑ìx,4f3ê›íËâ∑ìx,4f3â^ì]ÉÇÅ[Éh,4f3ïóë¨,4f3ãzçûâ∑ìx,4f4ê›íËâ∑ìx,4f4â^ì]ÉÇÅ[Éh,4f4ïóë¨,4f4ãzçûâ∑ìx,4f5ê›íËâ∑ìx,4f5â^ì]ÉÇÅ[Éh,4f5ïóë¨,4f5ãzçûâ∑ìx,4f6ê›íËâ∑ìx,4f6â^ì]ÉÇÅ[Éh,4f6ïóë¨,4f6ãzçûâ∑ìx,4f7ê›íËâ∑ìx,4f7â^ì]ÉÇÅ[Éh,4f7ïóë¨,4f7ãzçûâ∑ìx,4f8ê›íËâ∑ìx,4f8â^ì]ÉÇÅ[Éh,4f8ïóë¨,4f8ãzçûâ∑ìx,4f9ê›íËâ∑ìx,4f9â^ì]ÉÇÅ[Éh,4f9ïóë¨,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-13 00:00:00,19,0.0,3,21.7,19,0.0,3,21.7,18,0,3,21.5,18,0,3,21.5,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,23,0,3,20,3.1
2021-01-13 00:01:00,19,0.0,3,21.7,19,0.0,3,21.7,18,0,3,21.5,18,0,3,21.5,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,23,0,3,20,3.1
2021-01-13 00:02:00,19,0.0,3,21.7,19,0.0,3,21.7,18,0,3,21.5,18,0,3,21.5,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,23,0,3,20,3.1
2021-01-13 00:03:00,19,0.0,3,21.7,19,0.0,3,21.7,18,0,3,21.5,18,0,3,21.5,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,23,0,3,20,3
2021-01-13 00:04:00,19,0.0,3,21.7,19,0.0,3,21.7,18,0,3,21.334,18,0,3,21.334,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,23,0,3,20,3
2021-01-13 00:05:00,19,0.0,3,21.7,19,0.0,3,21.7,18,0,3,21.168,18,0,3,21.168,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,23,0,3,20,3
2021-01-13 00:06:00,19,0.0,3,21.7,19,0.0,3,21.7,18,0,3,21,18,0,3,21,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,23,0,3,20,3
2021-01-13 00:07:00,19,0.0,3,21.7,19,0.0,3,21.7,18,0,3,21.166,18,0,3,21.166,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,23,0,3,20,3
2021-01-13 00:08:00,19,0.0,3,21.7,19,0.0,3,21.7,18,0,3,21.332,18,0,3,21.332,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,23,0,3,20,3
2021-01-13 00:09:00,19,0.0,3,21.7,19,0.0,3,21.7,18,0,3,21.5,18,0,3,21.5,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,21,0,3,20,23,0,3,20,2.9
