éûä‘,5f0ê›íËâ∑ìx,5f0â^ì]ÉÇÅ[Éh,5f0ïóë¨,5f0ãzçûâ∑ìx,5f1ê›íËâ∑ìx,5f1â^ì]ÉÇÅ[Éh,5f1ïóë¨,5f1ãzçûâ∑ìx,5f2ê›íËâ∑ìx,5f2â^ì]ÉÇÅ[Éh,5f2ïóë¨,5f2ãzçûâ∑ìx,5f3ê›íËâ∑ìx,5f3â^ì]ÉÇÅ[Éh,5f3ïóë¨,5f3ãzçûâ∑ìx,5f4ê›íËâ∑ìx,5f4â^ì]ÉÇÅ[Éh,5f4ïóë¨,5f4ãzçûâ∑ìx,5f5ê›íËâ∑ìx,5f5â^ì]ÉÇÅ[Éh,5f5ïóë¨,5f5ãzçûâ∑ìx,5f6ê›íËâ∑ìx,5f6â^ì]ÉÇÅ[Éh,5f6ïóë¨,5f6ãzçûâ∑ìx,5f7ê›íËâ∑ìx,5f7â^ì]ÉÇÅ[Éh,5f7ïóë¨,5f7ãzçûâ∑ìx,5f8ê›íËâ∑ìx,5f8â^ì]ÉÇÅ[Éh,5f8ïóë¨,5f8ãzçûâ∑ìx,5f9ê›íËâ∑ìx,5f9â^ì]ÉÇÅ[Éh,5f9ïóë¨,5f9ãzçûâ∑ìx,5ãCâ∑
2020-12-22 00:00:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.5
2020-12-22 00:01:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.4
2020-12-22 00:02:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.4
2020-12-22 00:03:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.4
2020-12-22 00:04:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.4
2020-12-22 00:05:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.5
2020-12-22 00:06:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.5
2020-12-22 00:07:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.5
2020-12-22 00:08:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:09:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:10:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:11:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:12:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:13:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:14:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:15:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:16:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.667,26,0,1,22.667,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:17:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.534,26,0,1,22.534,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:18:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.4,26,0,1,22.4,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:19:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.533,26,0,1,22.533,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:20:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.666,26,0,1,22.666,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:21:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.8,26,0,1,22.8,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:22:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.667,26,0,1,22.667,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:23:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.534,26,0,1,22.534,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:24:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.4,26,0,1,22.4,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:25:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.4,26,0,1,22.4,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.6
2020-12-22 00:26:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.4,26,0,1,22.4,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.5
2020-12-22 00:27:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.4,26,0,1,22.4,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.5
2020-12-22 00:28:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.4,26,0,1,22.4,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.5
2020-12-22 00:29:00,23,0,1,23.6,23,0,1,23.6,23,0,3,22.4,23,0,3,22.4,26,0,1,22.4,26,0,1,22.4,26,0,1,24.8,26,0,1,24.8,26,0,1,24.8,25,0,1,24.4,4.5
