éûä‘,5f0ê›íËâ∑ìx,5f0â^ì]ÉÇÅ[Éh,5f0ïóë¨,5f0ãzçûâ∑ìx,5f1ê›íËâ∑ìx,5f1â^ì]ÉÇÅ[Éh,5f1ïóë¨,5f1ãzçûâ∑ìx,5f2ê›íËâ∑ìx,5f2â^ì]ÉÇÅ[Éh,5f2ïóë¨,5f2ãzçûâ∑ìx,5f3ê›íËâ∑ìx,5f3â^ì]ÉÇÅ[Éh,5f3ïóë¨,5f3ãzçûâ∑ìx,5f4ê›íËâ∑ìx,5f4â^ì]ÉÇÅ[Éh,5f4ïóë¨,5f4ãzçûâ∑ìx,5f5ê›íËâ∑ìx,5f5â^ì]ÉÇÅ[Éh,5f5ïóë¨,5f5ãzçûâ∑ìx,5f6ê›íËâ∑ìx,5f6â^ì]ÉÇÅ[Éh,5f6ïóë¨,5f6ãzçûâ∑ìx,5f7ê›íËâ∑ìx,5f7â^ì]ÉÇÅ[Éh,5f7ïóë¨,5f7ãzçûâ∑ìx,5f8ê›íËâ∑ìx,5f8â^ì]ÉÇÅ[Éh,5f8ïóë¨,5f8ãzçûâ∑ìx,5f9ê›íËâ∑ìx,5f9â^ì]ÉÇÅ[Éh,5f9ïóë¨,5f9ãzçûâ∑ìx,5ãCâ∑
2021-07-12 00:00:00,25,0,3,26,25,0,3,26,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.5
2021-07-12 00:01:00,25,0,3,26.133,25,0,3,26.133,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.5
2021-07-12 00:02:00,25,0,3,26.266,25,0,3,26.266,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.6
2021-07-12 00:03:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.5
2021-07-12 00:04:00,25,0,3,26.267,25,0,3,26.267,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.6
2021-07-12 00:05:00,25,0,3,26.134,25,0,3,26.134,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.5
2021-07-12 00:06:00,25,0,3,26,25,0,3,26,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.5
2021-07-12 00:07:00,25,0,3,26.133,25,0,3,26.133,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.5
2021-07-12 00:08:00,25,0,3,26.266,25,0,3,26.266,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.5
2021-07-12 00:09:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.6
2021-07-12 00:10:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.667,23.7
2021-07-12 00:11:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.534,23.7
2021-07-12 00:12:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.4,23.8
2021-07-12 00:13:00,25,0,3,26.267,25,0,3,26.267,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.533,23.8
2021-07-12 00:14:00,25,0,3,26.134,25,0,3,26.134,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.666,23.8
2021-07-12 00:15:00,25,0,3,26,25,0,3,26,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.8
2021-07-12 00:16:00,25,0,3,26.133,25,0,3,26.133,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.9
2021-07-12 00:17:00,25,0,3,26.266,25,0,3,26.266,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.9
2021-07-12 00:18:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.9
2021-07-12 00:19:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.667,23.7
2021-07-12 00:20:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.534,23.7
2021-07-12 00:21:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.4,23.6
2021-07-12 00:22:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.4,23.6
2021-07-12 00:23:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.4,23.5
2021-07-12 00:24:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.4,23.5
2021-07-12 00:25:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.533,23.5
2021-07-12 00:26:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.666,23.5
2021-07-12 00:27:00,25,0,3,26.4,25,0,3,26.4,25,0,3,26.8,25,0,3,26.8,26,0,3,26,26,0,3,26,25,0,3,27.6,25,0,3,27.6,25,0,3,27.6,25,0,1,24.8,23.5
