éûä‘,4f0ê›íËâ∑ìx,4f0â^ì]ÉÇÅ[Éh,4f0ïóë¨,4f0ãzçûâ∑ìx,4f1ê›íËâ∑ìx,4f1â^ì]ÉÇÅ[Éh,4f1ïóë¨,4f1ãzçûâ∑ìx,4f2ê›íËâ∑ìx,4f2â^ì]ÉÇÅ[Éh,4f2ïóë¨,4f2ãzçûâ∑ìx,4f3ê›íËâ∑ìx,4f3â^ì]ÉÇÅ[Éh,4f3ïóë¨,4f3ãzçûâ∑ìx,4f4ê›íËâ∑ìx,4f4â^ì]ÉÇÅ[Éh,4f4ïóë¨,4f4ãzçûâ∑ìx,4f5ê›íËâ∑ìx,4f5â^ì]ÉÇÅ[Éh,4f5ïóë¨,4f5ãzçûâ∑ìx,4f6ê›íËâ∑ìx,4f6â^ì]ÉÇÅ[Éh,4f6ïóë¨,4f6ãzçûâ∑ìx,4f7ê›íËâ∑ìx,4f7â^ì]ÉÇÅ[Éh,4f7ïóë¨,4f7ãzçûâ∑ìx,4f8ê›íËâ∑ìx,4f8â^ì]ÉÇÅ[Éh,4f8ïóë¨,4f8ãzçûâ∑ìx,4f9ê›íËâ∑ìx,4f9â^ì]ÉÇÅ[Éh,4f9ïóë¨,4f9ãzçûâ∑ìx,äOãCâ∑
2020-12-23 00:00:00,21,0.0,3,23.2,21,0.0,3,23.2,21,0,3,23.5,21,0,3,23.5,18,0,3,22.8,18,0,3,22.8,20,0,3,21.2,20,0,3,21.2,20,0,3,21.2,20,0,3,23.2,5
2020-12-23 00:01:00,21,0.0,3,23.2,21,0.0,3,23.2,21,0,3,23.334,21,0,3,23.334,18,0,3,22.8,18,0,3,22.8,20,0,3,21.2,20,0,3,21.2,20,0,3,21.2,20,0,3,23.067,5
2020-12-23 00:02:00,21,0.0,3,23.2,21,0.0,3,23.2,21,0,3,23.168,21,0,3,23.168,18,0,3,22.8,18,0,3,22.8,20,0,3,21.2,20,0,3,21.2,20,0,3,21.2,20,0,3,22.934,5.1
2020-12-23 00:03:00,21,0.0,3,23.2,21,0.0,3,23.2,21,0,3,23,21,0,3,23,18,0,3,22.8,18,0,3,22.8,20,0,3,21.2,20,0,3,21.2,20,0,3,21.2,20,0,3,22.8,5.1
2020-12-23 00:04:00,21,0.0,3,23.2,21,0.0,3,23.2,21,0,3,23,21,0,3,23,18,0,3,22.8,18,0,3,22.8,20,0,3,21.2,20,0,3,21.2,20,0,3,21.2,20,0,3,22.8,5
2020-12-23 00:05:00,21,0.0,3,23.2,21,0.0,3,23.2,21,0,3,23,21,0,3,23,18,0,3,22.8,18,0,3,22.8,20,0,3,21.2,20,0,3,21.2,20,0,3,21.2,20,0,3,22.8,5.1
2020-12-23 00:06:00,21,0.0,3,23.2,21,0.0,3,23.2,21,0,3,23,21,0,3,23,18,0,3,22.8,18,0,3,22.8,20,0,3,21.2,20,0,3,21.2,20,0,3,21.2,20,0,3,22.8,5.1
2020-12-23 00:07:00,21,0.0,3,23.2,21,0.0,3,23.2,21,0,3,23,21,0,3,23,18,0,3,22.8,18,0,3,22.8,20,0,3,21.2,20,0,3,21.2,20,0,3,21.2,20,0,3,22.8,5.1
2020-12-23 00:08:00,21,0.0,3,23.2,21,0.0,3,23.2,21,0,3,23,21,0,3,23,18,0,3,22.8,18,0,3,22.8,20,0,3,21.2,20,0,3,21.2,20,0,3,21.2,20,0,3,22.8,5.1
2020-12-23 00:09:00,21,0.0,3,23.2,21,0.0,3,23.2,21,0,3,23,21,0,3,23,18,0,3,22.8,18,0,3,22.8,20,0,3,21.2,20,0,3,21.2,20,0,3,21.2,20,0,3,22.8,5.1
