time,3f0ãzçûâ∑ìx,3f1ãzçûâ∑ìx,3f2ãzçûâ∑ìx,3f3ãzçûâ∑ìx,3f4ãzçûâ∑ìx,3f5ãzçûâ∑ìx,3f6ãzçûâ∑ìx,3f7ãzçûâ∑ìx,3f8ãzçûâ∑ìx,3f9ãzçûâ∑ìx
2021-07-05 00:33:00,25.25500511617545,25.276655083236644,26.405893064611195,26.412157873654525,25.244805673293783,25.58749697064858,26.452536935478054,26.399587302444132,26.400335982874093,24.14323852839687
2021-07-05 00:34:00,25.257117129010748,25.280051603278338,26.406346411329263,26.4131068317778,25.246549974648698,25.587316050178433,26.45520255539783,26.399582916527958,26.40037148268553,24.15331620249673
2021-07-05 00:35:00,25.25914148656427,25.283363806339427,26.40681138232059,26.414085992188397,25.248224382606658,25.587137181807602,26.457795183193753,26.399579605205375,26.400409321986288,24.163141735188837
2021-07-05 00:36:00,25.26108182377627,25.28659416125948,26.407286547305155,26.41509315187587,25.249832128341833,25.58695960319283,26.46031691995255,26.399577360542477,26.400449524922752,24.172722508100343
2021-07-05 00:37:00,25.262941633363837,25.289745054033247,26.407770579420433,26.416126216206976,25.251376290175585,25.58678262398315,26.46276979490991,26.399576169795235,26.400492107025766,24.182065672419252
2021-07-05 00:38:00,25.264724271157743,25.29281879083719,26.408262248626652,26.417183194023266,25.25285980097584,25.58660563814791,26.46515576830928,26.39957601605271,26.40053707597836,24.191178156828663
2021-07-05 00:39:00,25.266432961242916,25.295817601046235,26.408760415511836,26.41826219295529,25.254285455210645,25.586428123778777,26.467476734133413,26.39957687882,26.400584432329257,24.200066675193096
2021-07-05 00:40:00,25.26807080091972,25.29874364012797,26.409264025472627,26.419361414943438,25.255655915636808,25.58624961600087,26.469734522713765,26.39957873454503,26.400634170155577,24.20873773436839
2021-07-05 00:41:00,25.269640765539442,25.301598992417006,26.409772103248862,26.42047915195595,25.25697371965263,25.586069713100024,26.471930903229115,26.39958155709427,26.400686277678215,24.21719764099767
2021-07-05 00:42:00,25.271145713092146,25.304385673773428,26.410283747791127,26.421613781894813,25.258241284826205,25.585888131069073,26.47406758609198,26.399585318181398,26.400740737832788,24.225452508176893
2021-07-05 00:43:00,25.272588388575173,25.30710563413287,26.41079812744117,26.42276376468194,25.259460915752058,25.585704846973712,26.47614622522996,26.399589987753284,26.400797528799192,24.233508261943964
2021-07-05 00:44:00,25.27397142822045,25.3097607599526,26.41131447540667,26.423927638517746,25.26063481014835,25.585519906368017,26.478168420268936,26.399595534336058,26.400856624492228,24.241370647509154
2021-07-05 00:45:00,25.275297363605816,25.312352876557664,26.411832085512998,26.425104016304306,25.261765063530287,25.58533337178411,26.480135718672518,26.399601925345824,26.400917995015945,24.249045235237425
2021-07-05 00:46:00,25.276568625615976,25.314883750391978,26.412350308220184,26.426291582226447,25.262853674060555,25.58514532122508,26.4820496177882,26.399609127366006,26.400981607084216,24.256537426395415
2021-07-05 00:47:00,25.27778754825802,25.317355091177912,26.412868546880638,26.42748908848363,25.26390254716261,25.584955846283457,26.483911566506503,26.39961710639484,26.40104742440963,24.263852458676052
2021-07-05 00:48:00,25.278956372337205,25.319768553988535,26.41338625422387,26.42869535216592,25.264913499908335,25.5847650504134,26.48572296723261,26.399625828065307,26.40111540806297,24.27099541151119
2021-07-05 00:49:00,25.28007724899757,25.32212574123648,26.413902929061233,26.429909252268384,25.265888265194135,25.584573047358337,26.48748517765163,26.399635257840302,26.401185516804944,24.277971211184003
2021-07-05 00:50:00,25.281152243132787,25.32442820458249,26.414418113193356,26.431129726836986,25.2668284957177,25.584379959716387,26.48919951240303,26.39964536118471,26.401257707392503,24.284784635750178
2021-07-05 00:51:00,25.28218333667168,25.326677446767853,26.41493138849923,26.432355770239724,25.26773576775698,25.584185917611634,26.49086724469177,26.39965610371696,26.40133193486089,24.29144031977745
2021-07-05 00:52:00,25.283172431742926,25.32887492337317,26.415442374227528,26.433586430561782,25.268611584765658,25.583991057477412,26.49248960791225,26.39966745134484,26.401408152783603,24.29794275891271
2021-07-05 00:53:00,25.284121353723588,25.331022044507243,26.415950724438307,26.434820807116353,25.2694573808202,25.58379552094889,26.494067797212004,26.399679370381012,26.401486313511164,24.30429631428388
2021-07-05 00:54:00,25.285031854175454,25.333120176428686,26.41645612561756,26.43605804818488,25.270274523890972,25.583599454015502,26.495602970964647,26.399691827639572,26.40156636839091,24.310505216744637
2021-07-05 00:55:00,25.28590561367327,25.335170643103403,26.41695829443567,26.437297349873155,25.27106431893955,25.583403032676358,26.49709625606557,26.39970479052164,26.401648267966966,24.316573579790848
2021-07-05 00:56:00,25.286744244528855,25.33717472770043,26.417456975646463,26.438537952683383,25.271828010894126,25.58320640060811,26.4985487617866,26.399718227088645,26.401731962165588,24.322505378711774
2021-07-05 00:57:00,25.287549293414717,25.33913367402893,26.417951940118563,26.439779138198084,25.272566787522493,25.583009737063016,26.499961571023306,26.39973210612412,26.401817400465784,24.328304476063828
2021-07-05 00:58:00,25.288322243890974,25.34104868791862,26.418442982990925,26.441020228246668,25.273281782079277,25.582813204355002,26.50133573456633,26.39974639718494,26.401904532052683,24.33397462112893
2021-07-05 00:59:00,25.28906451883897,25.342920938546303,26.418929921945107,26.442260583096708,25.273974075814888,25.58261695614535,26.502672271793717,26.399761070643383,26.40199330595783,24.33951945201789
2021-07-05 01:00:00,25.289777482804787,25.344751559732458,26.41941259558745,26.443499599643054,25.274644700454687,25.582421145876413,26.50397217173106,26.399776097720707,26.402083671187242,24.344942499107226
2021-07-05 01:01:00,25.29008761158868,25.346346179184682,26.419822900962988,26.444676990396808,25.2749778251559,25.58183471744064,26.50515342150833,26.39979493067554,26.402169701645672,24.345333244582868
2021-07-05 01:02:00,25.290378482725657,25.347903410902422,26.420229165027305,26.445852144599336,25.275297563448284,25.58126209150977,26.506299097379845,26.39981406650384,26.40225721384628,24.345760605522848
2021-07-05 01:03:00,25.29065115994231,25.349424256647193,26.420631238664463,26.447024483824343,25.275604759002743,25.58070288450376,26.507410122117506,26.399833458911797,26.402346155787278,24.3462217828344
2021-07-05 01:04:00,25.290906674443473,25.350909703044728,26.42102899616881,26.448193468918824,25.2759002291757,25.580156762745155,26.508487397780346,26.399853064557103,26.402436476039615,24.346715337007538
2021-07-05 01:05:00,25.29114600986386,25.352360707600514,26.42142233055527,26.4493585939892,25.276184746285665,25.57962341038725,26.509531800668697,26.399872842982457,26.402528123529624,24.347239875336022
2021-07-05 01:06:00,25.291370104270104,25.353778199646953,26.421811152033364,26.450519384790216,25.276459039301244,25.57910252755635,26.510544182142944,26.399892756455472,26.402621047621565,24.34779405138122
2021-07-05 01:07:00,25.291579852122137,25.355163081263935,26.42219538659011,26.451675397196187,25.27672379502458,25.57859382930905,26.511525369415626,26.399912769816442,26.40271519819165,24.348376564045637
2021-07-05 01:08:00,25.291776106028273,25.356516228130072,26.422574974673413,26.45282621573319,25.276979660383223,25.578097044658584,26.512476166311494,26.399932850333432,26.40281052569443,24.34898615660425
2021-07-05 01:09:00,25.291959678461403,25.357838490374174,26.422949869964633,26.453971452178035,25.277227244609485,25.577611918693545,26.51339735400498,26.39995296756467,26.402906981221847,24.349621615703107
2021-07-05 01:10:00,25.29213134343109,25.359130693440015,26.423320038240245,26.45511074422189,25.277467121303022,25.57713884251989,26.514289691710708,26.399973093227658,26.403004516555608,24.35028177033186
2021-07-05 01:11:00,25.292291838097256,25.36039363882754,26.423685456314367,26.45624375419456,25.277699830608945,25.576677954813807,26.515153917417628,26.3999932010751,26.40310308421335,24.350965490777675
2021-07-05 01:12:00,25.292441864321482,25.3616281048278,26.424046111057418,26.45737016784678,25.277925880976703,25.576229008011712,26.51599074853029,26.40001326677699,26.40320263748915,24.351671687565794
2021-07-05 01:13:00,25.29258209015783,25.36283484725548,26.42440199848536,26.458489693187836,25.27814575076686,25.575791765218973,26.51680088250162,26.40003326780881,26.40330313048867,24.35239931039262
2021-07-05 01:14:00,25.29271315128542,25.36401460015616,26.424753122915476,26.459602059376117,25.278359889955105,25.57536599946346,26.517584997448335,26.400053183345268,26.403404518159427,24.353147347055437
2021-07-05 01:15:00,25.292835652385182,25.365168076489716,26.425099496183503,26.460707015660297,25.278568724889773,25.574951493099977,26.518343752744578,26.400072994159128,26.403506756316457,24.353914822383153
2021-07-05 01:16:00,25.292950168462383,25.366295968790105,26.42544113691862,26.461804330369056,25.278772663914506,25.574548037409322,26.519077789595695,26.400092682525724,26.403609801663897,24.354700797171585
2021-07-05 01:17:00,25.29305724611745,25.367398949802933,26.42577806987214,26.462893789946826,25.278972091554806,25.574155432100145,26.51978773159228,26.40011223213256,26.403713611812805,24.355504367125928
2021-07-05 01:18:00,25.29315740476663,25.368477673101506,26.426110325296257,26.463975198033854,25.27916736868059,25.57377348477148,26.52047418524557,26.400131627993407,26.403818145295265,24.356324661814085
2021-07-05 01:19:00,25.293251137814522,25.36953277368178,26.426437938369705,26.46504837458868,25.279358833832003,25.57340201041003,26.521137740504322,26.400150856367244,26.403923361575508,24.357160843631785
2021-07-05 01:20:00,25.293338913780143,25.37056486853742,26.42676094866693,26.46611315505059,25.27954680447405,25.573040830922295,26.521778971254044,26.400169904681263,26.404029221057833,24.358012106782855
2021-07-05 01:21:00,25.293421177378523,25.371574557215645,26.42707939966784,26.467169389541105,25.279731578183622,25.572689774698794,26.522398435799364,26.400188761458338,26.40413568509185,24.358877676275302
2021-07-05 01:22:00,25.293498350559048,25.372562422354072,26.427393338305528,26.46821694210208,25.27991343377293,25.572348676208513,26.522996677330116,26.400207416247962,26.404242715975414,24.359756806935252
2021-07-05 01:23:00,25.293570833502542,25.373529030200093,26.427702814549157,26.46925568996911,25.28009263235206,25.572017375621446,26.523574224371636,26.400225859561385,26.40435027695514,24.36064878243958
2021-07-05 01:24:00,25.293639005578644,25.37447493111254,26.42800788101976,26.47028552287865,25.28026941833466,25.57169571845709,26.524131591220254,26.40024408281005,26.404458332224813,24.36155288177423
2021-07-05 01:25:00,25.29370322626514,25.375400660046978,26.42830859263659,26.47130634240738,25.280444020388796,25.57138355525627,26.524669278364136,26.400262078247554,26.40456684692212,24.362468465304065
2021-07-05 01:26:00,25.293763836029754,25.376306737024542,26.4286050062919,26.47231806134214,25.280616652336857,25.571080741278802,26.525187772890206,26.400279838914614,26.40467578712347,24.363394910662766
2021-07-05 01:27:00,25.293821157175913,25.37719366758555,26.428897180552166,26.473320603079394,25.280787514006573,25.57078713621953,26.525687548877876,26.400297358587412,26.404785119837335,24.364331607547996
2021-07-05 01:28:00,25.29387549465487,25.37806194322811,26.429185175384095,26.47431390105273,25.280956792035877,25.5705026039443,26.526169067779506,26.40031463172862,26.404894812996446,24.365277969990743
2021-07-05 01:29:00,25.293927136852904,25.37891204183217,26.42946905190327,26.475297898187286,25.281124660634084,25.570227012244537,26.526632778784393,26.400331653441174,26.40500483544832,24.366233435511656
2021-07-05 01:30:00,25.293976356407207,25.37974442806989,26.42974887214426,26.476272546379505,25.28129128230145,25.569960232608896,26.527079119172253,26.400348419424052,26.40511515694503,24.367197464302983
2021-07-05 01:31:00,25.293542249325867,25.380257316073646,26.42988503741178,26.477101447756922,25.281036858081258,25.56913379849778,26.527366461357094,26.40036418583558,26.405205760990334,24.372736530362147
2021-07-05 01:32:00,25.293119906760126,25.380760618279332,26.430020629752267,26.477923693699807,25.280793785815085,25.568334770351306,26.52764002390338,26.400379794528266,26.40529694033286,24.37813300050349
2021-07-05 01:33:00,25.292709143561403,25.381254513699016,26.43015559351351,26.478739142162375,25.280561837716608,25.567562316501625,26.527900112186348,26.400395221997616,26.405388659040465,24.38339240316539
2021-07-05 01:34:00,25.29230979470677,25.381739199547365,26.430289885144624,26.479547672613954,25.280340815858285,25.566815677934553,26.528147034532743,26.400410447348136,26.40548088309403,24.388518916005914
2021-07-05 01:35:00,25.291921693481495,25.38221486904315,26.430423466310287,26.480349175426124,25.280130518236753,25.566094122443367,26.528381091984937,26.400425452052882,26.40557357938794,24.393516590234857
2021-07-05 01:36:00,25.291544671756018,25.38268171148899,26.430556303421874,26.4811435513201,25.27993074105592,25.56539694351083,26.528602578483845,26.40044021975653,26.40566671571834,24.398389353758834
2021-07-05 01:37:00,25.291178560246202,25.383139912347932,26.430688367205256,26.481930710838686,25.27974127976595,25.564723459241474,26.528811781053605,26.40045473609308,26.405760260770908,24.403141014590727
2021-07-05 01:38:00,25.29082318875897,25.38358965331877,26.430819632302768,26.482710573841324,25.27956192897736,25.564073011344856,26.52900897998486,26.4004689885171,26.405854184107856,24.407775264203888
2021-07-05 01:39:00,25.2904783864235,25.38403111240975,26.430950076907013,26.48348306902222,25.279392482898395,25.563444964166926,26.52919444901162,26.400482966147482,26.405948456154768,24.41229568082742
2021-07-05 01:40:00,25.29014398190867,25.384464464011124,26.43107968242401,26.484248133450183,25.27923273573557,25.562838703767415,26.529368455478988,26.400496659623162,26.406043048186525,24.416705732679883
2021-07-05 01:41:00,25.289819803627843,25.38488987896607,26.431208433163576,26.485005712129738,25.27908248205938,25.562253637092912,26.529531260498157,26.40051006096935,26.406137932313555,24.421008781139644
2021-07-05 01:42:00,25.28950567993104,25.385307524640336,26.431336316055116,26.485755757582517,25.278941517138694,25.56168919119981,26.529683119103645,26.400523163474205,26.406233081466972,24.425208083850244
2021-07-05 01:43:00,25.28920143928535,25.385717564990998,26.431463320387547,26.48649822944761,25.278809637244574,25.561144812344143,26.529824280668617,26.400535961574878,26.406328469384093,24.429306797755594
2021-07-05 01:44:00,25.288906910444183,25.386120160633286,26.431589437571127,26.48723309409984,25.278686639925713,25.56061996520228,26.529954988554334,26.400548450752314,26.406424070593456,24.43330798206819
2021-07-05 01:45:00,25.288621922605685,25.38651546890655,26.43171466091809,26.487960324285734,25.278572324257986,25.560114132143532,26.530075480444697,26.40056062743409,26.406519860399662,24.43721460116896
2021-07-05 01:46:00,25.28834630556084,25.386903643939007,26.431838985440113,26.488679898776088,25.278466491069683,25.559626812539975,26.530185988529716,26.400572488904942,26.4066158148682,24.441029527437454
2021-07-05 01:47:00,25.288079885501435,25.38728483671101,26.431962407666347,26.489391802034675,25.278368943144457,25.5591575221386,26.530286739640907,26.400584033224263,26.40671191081006,24.44475554401293
2021-07-05 01:48:00,25.287822496992987,25.38765919511738,26.432084925515582,26.49009602390232,25.278279485403097,25.55870579239295,26.53037795538276,26.400595259150034,26.40680812576634,24.44839534748575
2021-07-05 01:49:00,25.287573973847486,25.38802686402848,26.432206538071355,26.490792559509337,25.27819792506604,25.55827116975326,26.530459852260712,26.40060616606894,26.406904437992814,24.451951550520036
2021-07-05 01:50:00,25.287334149507167,25.38838798535004,26.43232724545308,26.491481409046884,25.278124071797475,25.557853215238396,26.530532641805497,26.40061675392927,26.407000826444374,24.455426684407733
2021-07-05 01:51:00,25.28710286128019,25.388742698082172,26.43244704870858,26.492162577192147,25.278057737829954,25.557451503837758,26.53059653069396,26.400627023191593,26.407097270760552,24.45882320155449
2021-07-05 01:52:00,25.28687995055229,25.38909113837686,26.43256594969825,26.492836072839054,25.27799873808308,25.557065623984407,26.530651711615768,26.400636974984817,26.407193751250066,24.462143477897882
2021-07-05 01:53:00,25.286665259588563,25.38943343959464,26.43268395099003,26.493501908851613,25.277946905827154,25.556695164637325,26.53069838921878,26.400646611081225,26.407290248874563,24.465389815259094
2021-07-05 01:54:00,25.2864586315919,25.389769732360786,26.432801055764223,26.4941601018288,25.277902058587717,25.55633974215747,26.530736758662623,26.40065593380088,26.407386745233598,24.46856444363251
2021-07-05 01:55:00,25.286259911102395,25.39010014462256,26.432917267753105,26.494810671882924,25.277864006420653,25.55599899310069,26.530767008337,26.40066494593462,26.407483222549196,24.471669523407105
2021-07-05 01:56:00,25.286068943592728,25.390424801696703,26.433032591239847,26.495453642508608,25.277832575853306,25.555672554787108,26.530789322338656,26.400673650674907,26.40757966365119,24.474707147525578
2021-07-05 01:57:00,25.28588557568999,25.390743823297107,26.43314703076389,26.49608904024525,25.27780759648069,25.5553600756636,26.5308038806484,26.400682051553158,26.407676051962174,24.47767934358176
2021-07-05 01:58:00,25.28570965536626,25.39105733160164,26.43326059115981,26.49671689452495,25.27778890099026,25.55506121489789,26.530810859094498,26.400690152383763,26.407772371482867,24.48058807585695
2021-07-05 01:59:00,25.28554103202226,25.391365445567182,26.433373277519518,26.497337237589477,25.277776325193038,25.55477564198954,26.530810429487264,26.40069795721422,26.407868606777782,24.483435247296956
2021-07-05 02:00:00,25.285379556563775,25.39166828051162,26.43348509514101,26.49795010432366,25.277769708064817,25.554503036397556,26.530802761205155,26.400705470280496,26.407964742961227,24.48622270143063
2021-07-05 02:01:00,25.284752857170034,25.39160788332162,26.433421187743946,26.498361545231337,25.26677419109661,25.547931584802804,26.530620705640338,26.400707524175214,26.40802456780322,24.489078043842483
2021-07-05 02:02:00,25.284147727383246,25.39155232755186,26.433361657595675,26.498770676679396,25.256235719574864,25.54157164558382,26.53043276122998,26.40070957914665,26.40808514030585,24.49187067244808
2021-07-05 02:03:00,25.283563539890395,25.3915013836256,26.433306297649676,26.499177356894524,25.246134044229095,25.535416148996752,26.530239107787736,26.40071158803006,26.408146422109386,24.494602569349155
2021-07-05 02:04:00,25.282999705322236,25.39145485649077,26.43325491961316,26.49958146616649,25.236450451937372,25.529458709114703,26.530039930681983,26.400713509583927,26.40820837777536,24.497275618707878
2021-07-05 02:05:00,25.28245565005792,25.391412558808565,26.433207345092132,26.499982892163978,25.227167075117535,25.523693146264037,26.529835408947974,26.400715307781365,26.408270972923724,24.49989164281532
2021-07-05 02:06:00,25.281930815838276,25.391374310662663,26.43316340537048,26.500381529609683,25.21826685137233,25.51811348024568,26.529625715725594,26.40071695131355,26.40833417418554,24.50245240783339
2021-07-05 02:07:00,25.281424659398525,25.391339939277618,26.433122941048122,26.50077727996773,25.20973348555492,25.512713923687947,26.529411018554992,26.400718413142027,26.408397949215956,24.50495961319167
2021-07-05 02:08:00,25.28093665209546,25.391309278747674,26.433085801353826,26.501170051144197,25.201551413661917,25.507488875594007,26.52919147955439,26.400719670069623,26.40846226662292,24.507414907410645
2021-07-05 02:09:00,25.280466279544278,25.39128216977595,26.43305184352206,26.501559757199942,25.19370576848628,25.502432914897955,26.528967255604176,26.400720702358658,26.408527095914913,24.509819885169144
2021-07-05 02:10:00,25.28001304126356,25.391258459423174,26.43302093222477,26.501946318075312,25.18618234696945,25.49754079431215,26.528738498524564,26.40072149338613,26.40859240750966,24.51217608914421
2021-07-05 02:11:00,25.27957645032736,25.39123800086609,26.432992939049093,26.502329659326186,25.178967579112403,25.492807434524984,26.528505355246722,26.40072202932637,26.408658172709874,24.51448501181721
2021-07-05 02:12:00,25.279156033024083,25.391220653164417,26.4329677420142,26.50270971187087,25.172048498355565,25.488227918606658,26.528267967978017,26.400722298861012,26.40872436367919,24.516748097177036
2021-07-05 02:13:00,25.278751328522095,25.391206281037196,26.432945225124527,26.503086411747567,25.16541271342878,25.483797486612882,26.528026474363276,26.400722292904305,26.408790953419025,24.518966742370946
2021-07-05 02:14:00,25.278361888541557,25.391194754647064,26.432925277959754,26.503459699882143,25.159048381572862,25.47951153037682,26.527781007646002,26.40072200436534,26.40885791574616,24.521142299298113
2021-07-05 02:15:00,25.277987277034008,25.391185949392614,26.432907795296792,26.50382952186523,25.152944183059518,25.475365588484642,26.52753169679603,26.400721427927294,26.408925225270913,24.523276076145418
2021-07-05 02:16:00,25.27762706987081,25.39117974570879,26.432892676761416,26.50419582773863,25.147089296941445,25.47135534142704,26.52727866666165,26.40072055984604,26.40899285737583,24.525369338865755
2021-07-05 02:17:00,25.277280854535018,25.391176028874476,26.43287982650721,26.504558571790533,25.141473377971394,25.467476606919426,26.52702203810936,26.400719397766924,26.40906078819531,24.527423312605297
2021-07-05 02:18:00,25.276948229821215,25.391174688827512,26.43286915291965,26.50491771235925,25.13608653462947,25.463725335385348,26.526761928157157,26.400717940558625,26.409128994595413,24.529439183079518
2021-07-05 02:19:00,25.276628805542185,25.391175619986505,26.432860568343163,26.505273211645726,25.130919308209208,25.460097605596253,26.526498450102913,26.400716188161976,26.409197454154445,24.531418097900392
2021-07-05 02:20:00,25.276322202242497,25.391178721079406,26.432853988829788,26.505625035533505,25.125962652911873,25.45658962046205,26.52623171364876,26.40071414145315,26.40926614514401,24.533361167856338
2021-07-05 02:21:00,25.276028050919972,25.39118389497824,26.43284933390707,26.505973153415397,25.121207916893795,25.453197702967245,26.52596182502041,26.400711802119947,26.409335046510407,24.5352694681472
2021-07-05 02:22:00,25.27574599275253,25.391191048539792,26.432846526364212,26.506317538027538,25.116646824219444,25.449918292249784,26.525688887082833,26.40070917254981,26.409404137857063,24.537144039575434
2021-07-05 02:23:00,25.275475678830453,25.391200092453317,26.432845492054682,26.506658165290588,25.112271457675796,25.446747939810308,26.525412999451852,26.40070625572884,26.409473399426815,24.53898588969533
2021-07-05 02:24:00,25.27521676989513,25.39121094109345,26.432846159714252,26.50699501415777,25.10807424240535,25.443683305850513,26.525134258601707,26.40070305515079,26.409542812085043,24.540795993921844
