éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-05 00:00:00,20.9,20.9,20.5,20.5,19.6,19.6,19.6,19.6,19.6,18.8,5.6
2021-01-05 00:30:00,20.9,20.9,20.5,20.5,19.2,19.2,19.2,19.2,19.2,18.8,5.2
2021-01-05 01:00:00,20.9,20.9,20.5,20.5,19.2,19.2,19.2,19.2,19.2,18.8,4.4
2021-01-05 01:30:00,20.5,20.5,20.5,20.5,18.8,18.8,19.2,19.2,19.2,18.4,4.1
2021-01-05 02:00:00,20.5,20.5,20,20,18.8,18.8,18.8,18.8,18.8,18.4,3.9
2021-01-05 02:30:00,20.5,20.5,20,20,18.4,18.4,18.8,18.8,18.8,18.4,3.8
2021-01-05 03:00:00,20.5,20.5,20,20,18.4,18.4,18.4,18.4,18.4,18.1,3.7
2021-01-05 03:30:00,20.1,20.1,20,20,18.1,18.1,18.4,18.4,18.4,18.1,3.7
2021-01-05 04:00:00,20.1,20.1,19.5,19.5,18.1,18.1,18.4,18.4,18.4,18.1,3.8
2021-01-05 04:30:00,20.1,20.1,19.5,19.5,18.1,18.1,18.1,18.1,18.1,18.1,3.6
2021-01-05 05:00:00,20.1,20.1,19.5,19.5,17.7,17.7,18.1,18.1,18.1,18.1,3.5
2021-01-05 05:30:00,20.1,20.1,19,19,17.7,17.7,18.1,18.1,18.1,17.7,3.6
2021-01-05 06:00:00,19.7,19.7,19.5,19.5,17.7,17.7,18.1,18.1,18.1,17.7,3.3
2021-01-05 06:30:00,19.7,19.7,19,19,17.7,17.7,17.7,17.7,17.7,17.7,3.3
2021-01-05 07:00:00,19.7,19.7,19,19,17.3,17.3,17.7,17.7,17.7,17.7,3.2
2021-01-05 07:30:00,20.5,20.5,19,19,17.7,17.7,17.7,17.7,17.7,17.7,3.4
2021-01-05 08:00:00,21.3,21.3,20,20,20,20,22.4,22.4,22.4,18.8,3.9
2021-01-05 08:30:00,19.7,19.7,20.5,20.5,20,20,24,24,24,21.6,4.4
2021-01-05 09:00:00,19.7,19.7,21,21,18.8,18.8,21.3,21.3,21.3,21.6,4.7
2021-01-05 09:30:00,19.7,19.7,21,21,19.2,19.2,21.7,21.7,21.7,22.4,7.8
2021-01-05 10:00:00,19.7,19.7,21.5,21.5,18.8,18.8,21.7,21.7,21.7,20,7.2
2021-01-05 10:30:00,20.1,20.1,21.5,21.5,19.2,19.2,21.7,21.7,21.7,20,7.9
2021-01-05 11:00:00,20.1,20.1,22.5,22.5,20.4,20.4,24.4,24.4,24.4,21.6,7.2
2021-01-05 11:30:00,20.5,20.5,23,23,21.6,21.6,25.2,25.2,25.2,22,8.9
2021-01-05 12:00:00,20.5,20.5,23.5,23.5,21.6,21.6,25.6,25.6,25.6,22.4,9.3
2021-01-05 12:30:00,20.9,20.9,23.5,23.5,21.2,21.2,24.8,24.8,24.8,22,9.3
2021-01-05 13:00:00,20.9,20.9,24,24,22,22,25.6,25.6,25.6,22.4,8.8
2021-01-05 13:30:00,20.9,20.9,24,24,20.8,20.8,24,24,24,21.2,8.8
2021-01-05 14:00:00,21.3,21.3,24,24,20.8,20.8,23.2,23.2,23.2,20.8,9.2
2021-01-05 14:30:00,21.3,21.3,24,24,20.8,20.8,23.2,23.2,23.2,20.8,9.1
2021-01-05 15:00:00,21.3,21.3,24,24,20.8,20.8,24,24,24,21.2,9.1
2021-01-05 15:30:00,21.3,21.3,24,24,20.8,20.8,23.2,23.2,23.2,20.8,9
2021-01-05 16:00:00,20.9,20.9,24,24,20.8,20.8,23.6,23.6,23.6,21.2,9
2021-01-05 16:30:00,20.9,20.9,24,24,20.8,20.8,23.2,23.2,23.2,20.8,8.8
2021-01-05 17:00:00,20.9,20.9,24,24,20.4,20.4,22.8,22.8,22.8,20.4,8.7
2021-01-05 17:30:00,20.5,20.5,24,24,20.8,20.8,24,24,24,21.2,8.6
2021-01-05 18:00:00,20.9,20.9,23.5,23.5,20.4,20.4,23.2,23.2,23.2,20.8,8.3
2021-01-05 18:30:00,20.5,20.5,23.5,23.5,20.8,20.8,23.6,23.6,23.6,21.2,7.7
2021-01-05 19:00:00,20.1,20.1,23.5,23.5,20.4,20.4,23.2,23.2,23.2,21.2,6.9
2021-01-05 19:30:00,20.1,20.1,23.5,23.5,20.8,20.8,23.6,23.6,23.6,21.2,6.6
2021-01-05 20:00:00,20.1,20.1,23.5,23.5,20.4,20.4,23.2,23.2,23.2,21.2,6.4
2021-01-05 20:30:00,19.7,19.7,23.5,23.5,20.4,20.4,23.2,23.2,23.2,21.2,6.3
2021-01-05 21:00:00,19.7,19.7,23.5,23.5,20.4,20.4,23.2,23.2,23.2,20.8,6.3
2021-01-05 21:30:00,19.7,19.7,23.5,23.5,20.4,20.4,23.6,23.6,23.6,21.2,6.5
2021-01-05 22:00:00,19.7,19.7,23,23,20.4,20.4,23.2,23.2,23.2,20.8,6.4
2021-01-05 22:30:00,20.9,20.9,23,23,21.6,21.6,22,22,22,23.2,6.3
2021-01-05 23:00:00,21.3,21.3,22.5,22.5,22.4,22.4,21.6,21.6,21.6,22.8,6.1
2021-01-05 23:30:00,21.7,21.7,22.5,22.5,22,22,21.6,21.6,21.6,22.4,5.8
