éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2020-12-21 00:00:00,21.3,21.3,21.5,21.5,20.8,20.8,21.6,21.6,21.6,20.8,3.1
2020-12-21 00:30:00,21.3,21.3,21,21,20.4,20.4,21.2,21.2,21.2,20.4,3.1
2020-12-21 01:00:00,21.3,21.3,21,21,20,20,21.2,21.2,21.2,20,3.2
2020-12-21 01:30:00,20.9,20.9,20.5,20.5,20,20,20.8,20.8,20.8,20,3.3
2020-12-21 02:00:00,20.9,20.9,20.5,20.5,19.6,19.6,20.4,20.4,20.4,19.6,3.4
2020-12-21 02:30:00,20.9,20.9,20.5,20.5,19.6,19.6,20.4,20.4,20.4,19.6,3.4
2020-12-21 03:00:00,20.9,20.9,20,20,19.2,19.2,20,20,20,19.6,3.5
2020-12-21 03:30:00,20.9,20.9,20.5,20.5,19.2,19.2,20,20,20,19.2,3
2020-12-21 04:00:00,20.5,20.5,20,20,19.2,19.2,19.6,19.6,19.6,19.2,3.1
2020-12-21 04:30:00,20.5,20.5,20,20,18.8,18.8,19.6,19.6,19.6,19.2,2.7
2020-12-21 05:00:00,20.5,20.5,20,20,18.8,18.8,19.2,19.2,19.2,19.2,2.2
2020-12-21 05:30:00,20.5,20.5,20,20,18.8,18.8,19.2,19.2,19.2,18.8,1.8
2020-12-21 06:00:00,20.5,20.5,20,20,18.4,18.4,19.2,19.2,19.2,18.8,1.6
2020-12-21 06:30:00,20.5,20.5,19.5,19.5,18.4,18.4,18.8,18.8,18.8,18.8,1.3
2020-12-21 07:00:00,20.5,20.5,19.5,19.5,18.4,18.4,18.8,18.8,18.8,18.8,1.8
2020-12-21 07:30:00,20.5,20.5,19.5,19.5,18.4,18.4,18.8,18.8,18.8,18.8,2.3
2020-12-21 08:00:00,20.9,20.9,20,20,20.4,20.4,22.4,22.4,22.4,20,4.3
2020-12-21 08:30:00,18.9,18.9,20.5,20.5,20.8,20.8,23.6,23.6,23.6,23.2,4.2
2020-12-21 09:00:00,18.5,18.5,21,21,20.4,20.4,23.2,23.2,23.2,24.1,6.5
2020-12-21 09:30:00,21.3,21.3,21,21,20.4,20.4,24.4,24.4,24.4,23.6,8.9
2020-12-21 10:00:00,21.7,21.7,21.5,21.5,20.4,20.4,24,24,24,22.4,8.4
2020-12-21 10:30:00,22.1,22.1,21,21,20.4,20.4,24,24,24,22,9.1
2020-12-21 11:00:00,22.4,22.4,21.5,21.5,20.4,20.4,24,24,24,22,8.9
2020-12-21 11:30:00,22.4,22.4,21.5,21.5,20.4,20.4,24.4,24.4,24.4,22,10.8
2020-12-21 12:00:00,22.8,22.8,22,22,20,20,22.1,22.1,22.1,22,11.8
2020-12-21 12:30:00,23.2,23.2,22.5,22.5,20.8,20.8,23.2,23.2,23.2,23.2,12.2
2020-12-21 13:00:00,23.2,23.2,22.5,22.5,20.8,20.8,23.6,23.6,23.6,24.1,11.7
2020-12-21 13:30:00,23.6,23.6,23,23,20.8,20.8,22.8,22.8,22.8,24.9,12.4
2020-12-21 14:00:00,23.6,23.6,23,23,21.2,21.2,24,24,24,24.9,11.4
2020-12-21 14:30:00,24,24,23.5,23.5,21.2,21.2,23.2,23.2,23.2,24.9,11.1
2020-12-21 15:00:00,23.6,23.6,23.5,23.5,20.8,20.8,23.2,23.2,23.2,24.9,10.5
2020-12-21 15:30:00,23.6,23.6,23.5,23.5,21.2,21.2,23.2,23.2,23.2,25.3,10.6
2020-12-21 16:00:00,23.2,23.2,23.5,23.5,20.8,20.8,23.6,23.6,23.6,25.3,9.8
2020-12-21 16:30:00,22.8,22.8,23.5,23.5,20.8,20.8,23.2,23.2,23.2,24.9,9.3
2020-12-21 17:00:00,22.8,22.8,23.5,23.5,21.2,21.2,23.6,23.6,23.6,24.9,8.6
2020-12-21 17:30:00,22.8,22.8,23.5,23.5,20.8,20.8,22.8,22.8,22.8,24.5,8.3
2020-12-21 18:00:00,22.8,22.8,23.5,23.5,20.8,20.8,23.2,23.2,23.2,24.5,7.9
2020-12-21 18:30:00,22.4,22.4,23.5,23.5,20.8,20.8,23.2,23.2,23.2,24.5,7.5
2020-12-21 19:00:00,22.8,22.8,23.5,23.5,20.8,20.8,22.8,22.8,22.8,24.5,7.4
2020-12-21 19:30:00,22.8,22.8,23.5,23.5,20.8,20.8,23.2,23.2,23.2,24.9,7
2020-12-21 20:00:00,22.8,22.8,23.5,23.5,21.2,21.2,24.8,24.8,24.8,24.5,6.8
2020-12-21 20:30:00,22.8,22.8,23,23,20.8,20.8,24.4,24.4,24.4,23.2,6.8
2020-12-21 21:00:00,22.4,22.4,23,23,20.4,20.4,24,24,24,22.4,7
2020-12-21 21:30:00,22.4,22.4,23,23,20.4,20.4,24,24,24,22,6.3
2020-12-21 22:00:00,22.4,22.4,22.5,22.5,20,20,23.6,23.6,23.6,21.6,5.9
2020-12-21 22:30:00,22.1,22.1,22.5,22.5,20,20,23.6,23.6,23.6,21.2,5.6
2020-12-21 23:00:00,22.1,22.1,22.5,22.5,21.2,21.2,20.8,20.8,20.8,21.2,5.2
2020-12-21 23:30:00,22.1,22.1,22,22,22,22,21.2,21.2,21.2,20.8,4.8
