éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-06 00:00:00,21.7,21.7,22,22,22,22,21.6,21.6,21.6,22,5.6
2021-01-06 00:30:00,21.7,21.7,22,22,21.6,21.6,21.6,21.6,21.6,21.6,5.4
2021-01-06 01:00:00,21.7,21.7,21.5,21.5,21.2,21.2,21.2,21.2,21.2,21.2,5.2
2021-01-06 01:30:00,21.7,21.7,21.5,21.5,20.8,20.8,21.2,21.2,21.2,20.8,5.2
2021-01-06 02:00:00,21.7,21.7,21.5,21.5,20.8,20.8,20.8,20.8,20.8,20.4,5.4
2021-01-06 02:30:00,21.7,21.7,21,21,20.4,20.4,20.8,20.8,20.8,20.4,5.2
2021-01-06 03:00:00,21.3,21.3,21.5,21.5,20,20,20.4,20.4,20.4,20,5
2021-01-06 03:30:00,21.3,21.3,21,21,20,20,20.4,20.4,20.4,20,4.9
2021-01-06 04:00:00,21.3,21.3,21,21,20,20,20,20,20,19.6,5
2021-01-06 04:30:00,21.3,21.3,21,21,19.6,19.6,20,20,20,19.6,4.7
2021-01-06 05:00:00,21.3,21.3,21,21,19.6,19.6,20,20,20,19.6,4.6
2021-01-06 05:30:00,21.3,21.3,21,21,19.6,19.6,19.6,19.6,19.6,19.6,4.5
2021-01-06 06:00:00,21.3,21.3,20.5,20.5,19.2,19.2,19.6,19.6,19.6,19.2,4.3
2021-01-06 06:30:00,20.9,20.9,20.5,20.5,19.2,19.2,19.6,19.6,19.6,19.2,4.5
2021-01-06 07:00:00,20.9,20.9,20.5,20.5,19.2,19.2,19.2,19.2,19.2,19.2,4.5
2021-01-06 07:30:00,21.7,21.7,20.5,20.5,19.2,19.2,19.2,19.2,19.2,19.2,4.7
2021-01-06 08:00:00,22.4,22.4,21,21,19.6,19.6,19.6,19.6,19.6,19.2,4.7
2021-01-06 08:30:00,20.1,20.1,21,21,15.7,15.7,13.8,13.8,13.8,19.2,5
2021-01-06 09:00:00,20.5,20.5,21.5,21.5,19.6,19.6,22.1,22.1,22.1,20,4.9
2021-01-06 09:30:00,22.8,22.8,21.5,21.5,20,20,23.6,23.6,23.6,22.4,4.9
2021-01-06 10:00:00,22.8,22.8,26,26,23.2,23.2,25.6,25.6,25.6,24.1,5.6
2021-01-06 10:30:00,23.2,23.2,26,26,23.2,23.2,25.6,25.6,25.6,24.9,5.8
2021-01-06 11:00:00,23.6,23.6,26.5,26.5,22,22,23.6,23.6,23.6,24.5,6.1
2021-01-06 11:30:00,23.6,23.6,27,27,22.8,22.8,25.6,25.6,25.6,25.3,5.9
2021-01-06 12:00:00,23.6,23.6,27,27,22.8,22.8,25.2,25.2,25.2,25.7,6.1
2021-01-06 12:30:00,23.6,23.6,27.5,27.5,22.4,22.4,24.8,24.8,24.8,25.7,6.5
2021-01-06 13:00:00,24,24,27.5,27.5,23.2,23.2,25.6,25.6,25.6,25.7,7.1
2021-01-06 13:30:00,24,24,27.5,27.5,22.4,22.4,24.8,24.8,24.8,25.7,6.8
2021-01-06 14:00:00,24,24,28,28,23.2,23.2,25.6,25.6,25.6,25.7,6.8
2021-01-06 14:30:00,24.4,24.4,28,28,22.4,22.4,24.8,24.8,24.8,26.1,5.9
2021-01-06 15:00:00,24.4,24.4,28,28,21.6,21.6,23.2,23.2,23.2,24.5,5.9
2021-01-06 15:30:00,24.4,24.4,27.5,27.5,21.6,21.6,23.2,23.2,23.2,23.6,5.6
2021-01-06 16:00:00,24.4,24.4,28,28,21.6,21.6,23.6,23.6,23.6,24.1,5.6
2021-01-06 16:30:00,24.4,24.4,27.5,27.5,21.6,21.6,22.8,22.8,22.8,24.1,5.3
2021-01-06 17:00:00,24.4,24.4,28,28,21.6,21.6,24,24,24,24.1,5.5
2021-01-06 17:30:00,24.4,24.4,28,28,21.6,21.6,23.2,23.2,23.2,24.1,5.4
2021-01-06 18:00:00,24.4,24.4,28,28,21.6,21.6,23.6,23.6,23.6,24.1,5.5
2021-01-06 18:30:00,24.4,24.4,27.5,27.5,21.6,21.6,24.8,24.8,24.8,23.6,5.4
2021-01-06 19:00:00,24.4,24.4,27.5,27.5,21.6,21.6,24.8,24.8,24.8,22.4,5.4
2021-01-06 19:30:00,24.4,24.4,27.5,27.5,21.6,21.6,24.4,24.4,24.4,22,5.5
2021-01-06 20:00:00,24.4,24.4,27,27,21.6,21.6,24.4,24.4,24.4,21.6,5.5
2021-01-06 20:30:00,24.4,24.4,27.5,27.5,21.6,21.6,24.4,24.4,24.4,21.2,5.3
2021-01-06 21:00:00,24.4,24.4,27,27,21.6,21.6,24.4,24.4,24.4,21.2,5.1
2021-01-06 21:30:00,24.4,24.4,27,27,21.6,21.6,24,24,24,20.8,5.1
2021-01-06 22:00:00,24.4,24.4,27,27,21.6,21.6,24,24,24,20.8,5.2
2021-01-06 22:30:00,24,24,27,27,21.6,21.6,24,24,24,20.8,5
2021-01-06 23:00:00,24,24,23,23,22,22,21.2,21.2,21.2,20.8,4.9
2021-01-06 23:30:00,23.6,23.6,22.5,22.5,22.4,22.4,22,22,22,20.4,4.8
