éûä‘,5f0ãzçûâ∑ìx,5f1ãzçûâ∑ìx,5f2ãzçûâ∑ìx,5f3ãzçûâ∑ìx,5f4ãzçûâ∑ìx,5f5ãzçûâ∑ìx,5f6ãzçûâ∑ìx,5f7ãzçûâ∑ìx,5f8ãzçûâ∑ìx,5f9ãzçûâ∑ìx
2021-07-27 00:00:00,25.6,25.6,27.2,27.2,25.6,25.6,28.1,28.1,28.1,25.2
2021-07-27 00:30:00,25.6,25.6,27.2,27.2,25.6,25.6,27.6,27.6,27.6,24.8
2021-07-27 01:00:00,25.6,25.6,27.2,27.2,25.2,25.2,27.2,27.2,27.2,24.8
2021-07-27 01:30:00,25.6,25.6,26.8,26.8,25.2,25.2,26.8,26.8,26.8,24.8
2021-07-27 02:00:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 02:30:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 03:00:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 03:30:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 04:00:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 04:30:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 05:00:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 05:30:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 06:00:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 06:30:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 07:00:00,25.6,25.6,26.4,26.4,25.2,25.2,26.8,26.8,26.8,24.4
2021-07-27 07:30:00,24,24,24,24,25.6,25.6,26.8,26.8,26.8,24.4
2021-07-27 08:00:00,23.6,23.6,23.2,23.2,25.6,25.6,26.8,26.8,26.8,24.4
2021-07-27 08:30:00,24.4,24.4,24.4,24.4,25.6,25.6,26.4,26.4,26.4,24.4
2021-07-27 09:00:00,25.2,25.2,25.6,25.6,25.6,25.6,25.6,25.6,25.6,23.6
2021-07-27 09:30:00,25.2,25.2,25.2,25.2,24.4,24.4,25.2,25.2,25.2,22.8
2021-07-27 10:00:00,25.2,25.2,24.8,24.8,25.2,25.2,25.2,25.2,25.2,23.2
2021-07-27 10:30:00,24.8,24.8,24.8,24.8,25.2,25.2,25.2,25.2,25.2,23.2
2021-07-27 11:00:00,24.4,24.4,24.8,24.8,25.2,25.2,25.2,25.2,25.2,22.8
2021-07-27 11:30:00,24.8,24.8,26,26,25.2,25.2,25.2,25.2,25.2,24
2021-07-27 12:00:00,24.8,24.8,26,26,24.4,24.4,25.2,25.2,25.2,24
2021-07-27 12:30:00,24.8,24.8,26.4,26.4,25.2,25.2,24.8,24.8,24.8,23.6
2021-07-27 13:00:00,24.8,24.8,26.4,26.4,24.4,24.4,24.8,24.8,24.8,23.6
2021-07-27 13:30:00,24.4,24.4,25.2,25.2,24.8,24.8,24.8,24.8,24.8,24.4
2021-07-27 14:00:00,25.2,25.2,25.2,25.2,25.2,25.2,24.8,24.8,24.8,23.6
2021-07-27 14:30:00,25.2,25.2,24.8,24.8,24.4,24.4,25.2,25.2,25.2,24.4
2021-07-27 15:00:00,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,23.6
2021-07-27 15:30:00,25.2,25.2,25.2,25.2,24.8,24.8,25.2,25.2,25.2,24.4
2021-07-27 16:00:00,25.2,25.2,25.2,25.2,24.8,24.8,25.2,25.2,25.2,23.6
2021-07-27 16:30:00,24.8,24.8,24.8,24.8,25.2,25.2,25.2,25.2,25.2,24.4
2021-07-27 17:00:00,24.8,24.8,24.8,24.8,24.8,24.8,25.2,25.2,25.2,24
2021-07-27 17:30:00,24.4,24.4,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24
2021-07-27 18:00:00,24.4,24.4,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24
2021-07-27 18:30:00,24.4,24.4,25.2,25.2,24.4,24.4,25.2,25.2,25.2,23.6
2021-07-27 19:00:00,24.8,24.8,25.2,25.2,25.2,25.2,25.2,25.2,25.2,24.4
2021-07-27 19:30:00,24.4,24.4,24.8,24.8,25.2,25.2,25.2,25.2,25.2,24.4
2021-07-27 20:00:00,24.4,24.4,24.8,24.8,25.2,25.2,25.2,25.2,25.2,24.4
2021-07-27 20:30:00,25.2,25.2,25.2,25.2,24.8,24.8,25.2,25.2,25.2,24.4
2021-07-27 21:00:00,24.8,24.8,26.4,26.4,24.8,24.8,26,26,26,24.4
2021-07-27 21:30:00,25.2,25.2,27.2,27.2,25.2,25.2,26.8,26.8,26.8,24.8
2021-07-27 22:00:00,25.2,25.2,27.2,27.2,25.2,25.2,27.6,27.6,27.6,24.8
2021-07-27 22:30:00,25.2,25.2,27.2,27.2,25.2,25.2,27.6,27.6,27.6,24.8
2021-07-27 23:00:00,25.6,25.6,27.2,27.2,25.2,25.2,27.6,27.6,27.6,24.8
2021-07-27 23:30:00,25.6,25.6,27.2,27.2,25.2,25.2,27.6,27.6,27.6,24.4
