éûä‘,4f0ãzçûâ∑ìx,4f1ãzçûâ∑ìx,4f2ãzçûâ∑ìx,4f3ãzçûâ∑ìx,4f4ãzçûâ∑ìx,4f5ãzçûâ∑ìx,4f6ãzçûâ∑ìx,4f7ãzçûâ∑ìx,4f8ãzçûâ∑ìx,4f9ãzçûâ∑ìx,äOãCâ∑
2020-12-28 00:00:00,21.7,21.7,21,21,19.6,19.6,19.6,19.6,19.6,24,7.2
2020-12-28 00:30:00,21.7,21.7,20.5,20.5,19.6,19.6,19.2,19.2,19.2,23.6,6.9
2020-12-28 01:00:00,21.7,21.7,20.5,20.5,19.2,19.2,19.2,19.2,19.2,23.6,7
2020-12-28 01:30:00,21.7,21.7,20.5,20.5,19.2,19.2,19.2,19.2,19.2,23.6,7.1
2020-12-28 02:00:00,21.3,21.3,20.5,20.5,19.2,19.2,19.2,19.2,19.2,23.6,7.2
2020-12-28 02:30:00,21.3,21.3,20.5,20.5,19.2,19.2,19.2,19.2,19.2,23.6,7
2020-12-28 03:00:00,21.3,21.3,20.5,20.5,19.2,19.2,19.2,19.2,19.2,23.6,7.1
2020-12-28 03:30:00,21.3,21.3,20.5,20.5,19.2,19.2,19.2,19.2,19.2,23.6,7
2020-12-28 04:00:00,21.3,21.3,20.5,20.5,19.2,19.2,19.2,19.2,19.2,23.6,6.9
2020-12-28 04:30:00,21.3,21.3,20,20,19.2,19.2,19.2,19.2,19.2,23.6,6.8
2020-12-28 05:00:00,21.3,21.3,20.5,20.5,18.8,18.8,19.2,19.2,19.2,23.6,6.8
2020-12-28 05:30:00,21.3,21.3,20.5,20.5,18.8,18.8,18.8,18.8,18.8,23.2,7
2020-12-28 06:00:00,21.3,21.3,20.5,20.5,18.8,18.8,18.8,18.8,18.8,23.2,7.1
2020-12-28 06:30:00,21.3,21.3,20.5,20.5,18.8,18.8,18.8,18.8,18.8,23.2,7.2
2020-12-28 07:00:00,21.3,21.3,20,20,18.8,18.8,18.8,18.8,18.8,23.2,7.1
2020-12-28 07:30:00,21.7,21.7,20.5,20.5,19.2,19.2,18.8,18.8,18.8,23.6,7.2
2020-12-28 08:00:00,22.4,22.4,21,21,19.2,19.2,19.2,19.2,19.2,23.6,7.1
2020-12-28 08:30:00,20.5,20.5,21,21,15.7,15.7,14.2,14.2,14.2,23.6,7.3
2020-12-28 09:00:00,20.5,20.5,21,21,14.5,14.5,13.4,13.4,13.4,20,8.3
2020-12-28 09:30:00,20.5,20.5,21,21,14.5,14.5,13.8,13.8,13.8,22.4,8.9
2020-12-28 10:00:00,20.5,20.5,21.5,21.5,14.2,14.2,14.2,14.2,14.2,23.2,9.4
2020-12-28 10:30:00,20.5,20.5,22,22,14.2,14.2,14.5,14.5,14.5,23.2,9.7
2020-12-28 11:00:00,20.9,20.9,22,22,14.5,14.5,14.5,14.5,14.5,23.6,10.7
2020-12-28 11:30:00,21.3,21.3,22.5,22.5,20.4,20.4,23.2,23.2,23.2,26.5,10.3
2020-12-28 12:00:00,21.7,21.7,23,23,20.4,20.4,23.6,23.6,23.6,27,10.8
2020-12-28 12:30:00,21.7,21.7,23,23,20.4,20.4,22.8,22.8,22.8,26.5,12.3
2020-12-28 13:00:00,22.1,22.1,23,23,22.4,22.4,24.4,24.4,24.4,26.1,14
2020-12-28 13:30:00,24,24,24,24,22.4,22.4,25.2,25.2,25.2,27.4,13.9
2020-12-28 14:00:00,24.4,24.4,24.5,24.5,22.4,22.4,26,26,26,27.8,13.6
2020-12-28 14:30:00,24.8,24.8,25,25,22,22,24.8,24.8,24.8,27.4,13.4
2020-12-28 15:00:00,25.2,25.2,25,25,22.4,22.4,25.2,25.2,25.2,27,13.2
2020-12-28 15:30:00,22.8,22.8,25,25,22.4,22.4,25.6,25.6,25.6,27,13.5
2020-12-28 16:00:00,21.7,21.7,25,25,21.6,21.6,23.6,23.6,23.6,25.7,12.3
2020-12-28 16:30:00,21.3,21.3,24.5,24.5,21.6,21.6,23.2,23.2,23.2,24.5,11.2
2020-12-28 17:00:00,21.7,21.7,24.5,24.5,21.6,21.6,24,24,24,24.5,10.8
2020-12-28 17:30:00,21.7,21.7,24.5,24.5,21.6,21.6,23.6,23.6,23.6,24.1,10.3
2020-12-28 18:00:00,21.7,21.7,24.5,24.5,21.6,21.6,22.8,22.8,22.8,24.1,10.2
2020-12-28 18:30:00,22.1,22.1,24,24,21.6,21.6,23.6,23.6,23.6,24.1,10
2020-12-28 19:00:00,21.7,21.7,24,24,21.6,21.6,23.2,23.2,23.2,24.5,9.9
2020-12-28 19:30:00,21.7,21.7,24,24,21.6,21.6,23.2,23.2,23.2,24.1,9.6
2020-12-28 20:00:00,21.3,21.3,24,24,21.6,21.6,23.2,23.2,23.2,24.1,9
2020-12-28 20:30:00,22.8,22.8,23.5,23.5,22,22,22.4,22.4,22.4,23.6,8.7
2020-12-28 21:00:00,22.8,22.8,23.5,23.5,22.4,22.4,23.2,23.2,23.2,22.8,9
2020-12-28 21:30:00,22.8,22.8,23.5,23.5,22.4,22.4,22.8,22.8,22.8,22,9.2
2020-12-28 22:00:00,22.8,22.8,23.5,23.5,22.4,22.4,22.8,22.8,22.8,21.6,9.1
2020-12-28 22:30:00,22.8,22.8,23,23,22,22,22.4,22.4,22.4,21.6,8.6
2020-12-28 23:00:00,22.8,22.8,22.5,22.5,21.6,21.6,22,22,22,21.2,8.4
2020-12-28 23:30:00,22.8,22.8,22.5,22.5,21.6,21.6,22,22,22,21.2,8.1
